,name,type,episodes,members,score_members,rating,genre,dates,url
3241,,TV,13.0,85517.0,,,,        Jul 2010 - Sep 2010,https://myanimelist.net/anime/6974/Seikimatsu_Occult_Gakuin
3242,,TV,12.0,29141.0,,,,        Jul 2008 - Sep 2008,https://myanimelist.net/anime/4021/Seiyou_Kottou_Yougashiten__Antique
3243,,Special,4.0,15095.0,,,,        Apr 2013 - Nov 2013,https://myanimelist.net/anime/17391/Senyuu_Specials
3244,,Special,2.0,17190.0,,,,        Jan 2012 - May 2012,https://myanimelist.net/anime/12823/Shakugan_no_Shana-tan_III_Final__Final_Destruction
3245,,OVA,2.0,9390.0,,,,        May 2007 - Nov 2007,https://myanimelist.net/anime/2170/Sousei_no_Aquarion_OVA
3246,,Movie,1.0,19253.0,,,,        Mar 2005 - Mar 2005,https://myanimelist.net/anime/760/Tenjou_Tenge__The_Past_Chapter
3247,,OVA,2.0,36033.0,,,,        Mar 2005 - Mar 2005,https://myanimelist.net/anime/448/Tenjou_Tenge__The_Ultimate_Fight
3248,,Special,1.0,6395.0,,,,        Dec 2009 - Dec 2009,https://myanimelist.net/anime/7654/Tokyo_Magnitude_80_Recap
3249,,TV,12.0,102736.0,,,,        Apr 2017 - Jun 2017,https://myanimelist.net/anime/34019/Tsugumomo
3250,,TV,26.0,3898.0,,,,        Oct 1981 - Nov 1982,https://myanimelist.net/anime/2331/Uchuu_Densetsu_Ulysses_31
3251,,Movie,1.0,6607.0,,,,        Feb 1983 - Feb 1983,https://myanimelist.net/anime/1920/Urusei_Yatsura_Movie_1__Only_You
3252,,TV,13.0,65929.0,,,,        Jul 2013 - Sep 2013,https://myanimelist.net/anime/19383/Yami_Shibai
3253,,ONA,3.0,4911.0,,,,        Aug 2017 - Nov 2017,https://myanimelist.net/anime/36553/Yinhun_x_He_Wei_Dao
3254,,TV,39.0,14603.0,,,,        Apr 1988 - Mar 1989,https://myanimelist.net/anime/1264/Yoroiden_Samurai_Troopers
3255,,OVA,3.0,30210.0,,,,        Jul 2018 - Dec 2018,https://myanimelist.net/anime/36950/Yuragi-sou_no_Yuuna-san_OVA
3256,,OVA,4.0,23604.0,,,,        Feb 1995 - Nov 1995,https://myanimelist.net/anime/1079/Armitage_III
3257,,TV,12.0,21079.0,,,,        Oct 2006 - Dec 2006,https://myanimelist.net/anime/1554/Asatte_no_Houkou
3258,,TV,50.0,2580.0,,,,        Sep 2010 - Sep 2011,https://myanimelist.net/anime/9346/Battle_Spirits__Brave
3259,,Movie,1.0,28038.0,,,,        Oct 2008 - Oct 2008,https://myanimelist.net/anime/3446/Biohazard__Degeneration
3260,,Movie,1.0,1053.0,,,,        Dec 1992 - Dec 1992,https://myanimelist.net/anime/9348/Chibi_Maruko-chan__Watashi_no_Suki_na_Uta
3261,,TV,11.0,28036.0,,,,        Apr 2016 - Jun 2016,https://myanimelist.net/anime/32313/Concrete_Revolutio__Choujin_Gensou_-_The_Last_Song
3262,,TV,44.0,6086.0,,,,        Mar 2011 - Jan 2012,https://myanimelist.net/anime/7081/Danball_Senki
3263,,TV,46.0,3069.0,,,,        Feb 1992 - Jan 1993,https://myanimelist.net/anime/2803/Densetsu_no_Yuusha_Da_Garn
3264,,Movie,1.0,19672.0,,,,        Mar 2002 - Mar 2002,https://myanimelist.net/anime/3033/Digimon_Tamers__Bousou_Digimon_Tokkyuu
3265,,Special,1.0,4349.0,,,,        Apr 2007 - Apr 2007,https://myanimelist.net/anime/2517/Eikoku_Koi_Monogatari_Emma__Intermission
3266,,Movie,1.0,6787.0,,,,        Nov 2015 - Nov 2015,https://myanimelist.net/anime/30290/Fw_Hamatora
3267,,Special,1.0,7736.0,,,,        Aug 2001 - Aug 2001,https://myanimelist.net/anime/30825/Gakkou_no_Kaidan__Kubinashi_Rider_Shi_no_Noroi
3268,,TV,26.0,2170.0,,,,        Apr 1975 - Sep 1975,https://myanimelist.net/anime/5267/Gamba_no_Bouken
3269,,TV,12.0,34607.0,,,,        Apr 2013 - Jul 2013,https://myanimelist.net/anime/16982/Hayate_no_Gotoku_Cuties
3270,,Special,1.0,2148.0,,,,        Sep 2003 - Sep 2003,https://myanimelist.net/anime/1774/HeatGuy_J_Special
3271,,Movie,1.0,5456.0,,,,        Jan 2006 - Jan 2006,https://myanimelist.net/anime/6463/Hoshi_wo_Katta_Hi
3272,,Movie,1.0,15277.0,,,,        Apr 2007 - Apr 2007,https://myanimelist.net/anime/2132/Inukami_The_Movie__Tokumei_Reiteki_Sousakan_Karina_Shirou
3273,,TV,12.0,164792.0,,,,        Apr 2016 - Jun 2016,https://myanimelist.net/anime/31405/Joker_Game
3274,,TV,52.0,2138.0,,,,        Feb 2004 - Feb 2005,https://myanimelist.net/anime/3638/Kaiketsu_Zorori
3275,,OVA,1.0,14825.0,,,,        Oct 2012 - Oct 2012,https://myanimelist.net/anime/16033/Karneval
3276,,Movie,1.0,21791.0,,,,        Aug 2017 - Aug 2017,https://myanimelist.net/anime/33218/Kimi_no_Koe_wo_Todoketai
3277,,TV,54.0,10055.0,,,,        Feb 1990 - Feb 1991,https://myanimelist.net/anime/1261/Kyattou_Ninden_Teyandee
3278,,TV,50.0,8290.0,,,,        Feb 2016 - Jan 2017,https://myanimelist.net/anime/31884/Mahoutsukai_Precure
3279,,Movie,1.0,1803.0,,,,        Apr 1999 - Apr 1999,https://myanimelist.net/anime/4926/Marco__Haha_wo_Tazunete_Sanzenri
3280,,TV,12.0,138256.0,,,,        Jan 2009 - Mar 2009,https://myanimelist.net/anime/5030/Maria†Holic
3281,,TV,52.0,43966.0,,,,        Jul 1999 - Jun 2000,https://myanimelist.net/anime/1138/Medarot
3282,,TV,99.0,3379.0,,,,        Oct 1987 - Sep 1989,https://myanimelist.net/anime/3437/Mister_Ajikko
3283,,Special,1.0,12574.0,,,,        Mar 2004 - Mar 2004,https://myanimelist.net/anime/2298/Mobile_Suit_Gundam_SEED__After-Phase_Between_the_Stars
3284,,TV,24.0,11970.0,,,,        Oct 2007 - Mar 2008,https://myanimelist.net/anime/2931/Mokke
3285,,Special,1.0,57097.0,,,,        Dec 2000 - Dec 2000,https://myanimelist.net/anime/1709/Pokemon__Mewtwo_Ware_wa_Koko_ni_Ari
3286,,ONA,13.0,21555.0,,,,        Apr 2015 - Sep 2015,https://myanimelist.net/anime/28215/Saint_Seiya__Soul_of_Gold
3287,,Special,2.0,6673.0,,,,        Sep 2008 - Sep 2008,https://myanimelist.net/anime/5199/Seto_no_Hanayome_Fan_Disc
3288,,TV,24.0,49756.0,,,,        Apr 2009 - Sep 2009,https://myanimelist.net/anime/5220/Shangri-La
3289,,Special,1.0,3329.0,,,,        Jul 2006 - Jul 2006,https://myanimelist.net/anime/3138/Solty_Rei__Surechigau_Kimochi_de_Omoi_Au_Kokoro_de
3290,,TV,13.0,19048.0,,,,        Nov 2006 - Feb 2007,https://myanimelist.net/anime/1602/Soukou_no_Strain
3291,,TV,29.0,20185.0,,,,        Apr 1995 - Nov 1995,https://myanimelist.net/anime/876/Street_Fighter_II_V
3292,,TV,13.0,20817.0,,,,        Oct 2003 - Dec 2003,https://myanimelist.net/anime/620/Takahashi_Rumiko_Gekijou_Ningyo_no_Mori
3293,,Special,2.0,25658.0,,,,        Apr 2008 - Apr 2008,https://myanimelist.net/anime/3354/Zombie-Loan_Specials
3294,,ONA,15.0,45910.0,,,,        Dec 2015 - Mar 2016,https://myanimelist.net/anime/32323/Aishen_Qiaokeli-ing
3295,,OVA,4.0,42266.0,,,,        Oct 1998 - Mar 2000,https://myanimelist.net/anime/1051/Ao_no_6-gou
3296,,Movie,1.0,14222.0,,,,        Jan 2015 - Jan 2015,https://myanimelist.net/anime/22677/Appleseed_Alpha
3297,,TV,26.0,60653.0,,,,        Oct 1999 - Mar 2000,https://myanimelist.net/anime/58/Blue_Gender
3298,,TV,52.0,3125.0,,,,        Nov 1978 - Dec 1979,https://myanimelist.net/anime/2561/Captain_Future
3299,,Movie,1.0,7837.0,,,,        Mar 1978 - Mar 1978,https://myanimelist.net/anime/2199/Chirin_no_Suzu
3300,,TV,13.0,90187.0,,,,        Jul 2015 - Sep 2015,https://myanimelist.net/anime/30383/Classroom☆Crisis
3301,,OVA,1.0,8045.0,,,,        May 2012 - May 2012,https://myanimelist.net/anime/13839/Detective_Conan_OVA_12__The_Miracle_of_Excalibur
3302,,TV,104.0,5272.0,,,,        Apr 2003 - Mar 2004,https://myanimelist.net/anime/1683/Di_Gi_Charat_Nyo
3303,,Movie,1.0,2421.0,,,,        Mar 1983 - Mar 1983,https://myanimelist.net/anime/2667/Doraemon_Movie_04__Nobita_no_Kaitei_Kiganjou
3304,,OVA,2.0,6261.0,,,,        Mar 2015 - Jun 2016,https://myanimelist.net/anime/30988/Futsuu_no_Joshikousei_ga_Locodol_Yattemita_OVA
3305,,TV,13.0,91726.0,,,,        Oct 2000 - Jan 2001,https://myanimelist.net/anime/243/Gravitation
3306,,ONA,9.0,30869.0,,,,        Nov 2009 - Feb 2010,https://myanimelist.net/anime/6867/Halo_Legends
3307,,Special,1.0,11664.0,,,,        Mar 2013 - Mar 2013,https://myanimelist.net/anime/17819/Kyoto_Animation__Suiei-hen
3308,,ONA,1.0,2424.0,,,,        Sep 2018 - Sep 2018,https://myanimelist.net/anime/40246/Love_Live_School_Idol_Festival_All_Stars
3309,,TV,12.0,1850.0,,,,        Jan 2010 - Jun 2010,https://myanimelist.net/anime/7761/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori__
3310,,Music,1.0,2250.0,,,,        Dec 2015 - Dec 2015,https://myanimelist.net/anime/32030/MEMORiES_MELODiES
3311,,Movie,1.0,8373.0,,,,        Oct 2005 - Oct 2005,https://myanimelist.net/anime/1968/Mobile_Suit_Zeta_Gundam__A_New_Translation_II_-_Lovers
3312,,TV,40.0,2292.0,,,,        Jun 1978 - Mar 1979,https://myanimelist.net/anime/3305/Muteki_Koujin_Daitarn_3
3313,,TV,13.0,16671.0,,,,        Jul 2008 - Sep 2008,https://myanimelist.net/anime/4662/Neo_Angelique_Abyss__Second_Age
3314,,TV,52.0,4181.0,,,,        Jan 1980 - Mar 1981,https://myanimelist.net/anime/2151/Nils_no_Fushigi_na_Tabi
3315,,TV,,4451.0,,,,        Apr 1993 - ,https://myanimelist.net/anime/1199/Nintama_Rantarou
3316,,Movie,1.0,25909.0,,,,        Mar 2004 - Mar 2004,https://myanimelist.net/anime/2490/One_Piece__Mezase_Kaizoku_Yakyuu_Ou
3317,,Special,2.0,49141.0,,,,        Oct 2009 - Nov 2009,https://myanimelist.net/anime/6884/Ookami_to_Koushinryou_II__Holo_no_Short_Anime
3318,,ONA,1.0,8239.0,,,,        May 2019 - May 2019,https://myanimelist.net/anime/40313/Promare__Lio-hen
3319,,TV,34.0,973.0,,,,        Jun 2010 - 2011,https://myanimelist.net/anime/11835/Qin_Shi_Ming_Yue__Zhu_Zi_Bai_Jia
3320,,Special,1.0,5484.0,,,,        Jun 2004 - Jun 2004,https://myanimelist.net/anime/5691/Rekka_no_Honoo__Final_Burning
3321,,Movie,1.0,19439.0,,,,        Sep 1991 - Sep 1991,https://myanimelist.net/anime/2000/Roujin_Z
3322,,Movie,1.0,2716.0,,,,        Mar 1981 - Mar 1981,https://myanimelist.net/anime/3186/Sekai_Meisaku_Douwa__Hakuchou_no_Mizuumi
3323,,OVA,4.0,3767.0,,,,        Dec 2000 - Jun 2001,https://myanimelist.net/anime/938/Shin_Getter_Robo_tai_Neo_Getter_Robo
3324,,TV,12.0,59087.0,,,,        Apr 2015 - Jun 2015,https://myanimelist.net/anime/27441/Show_By_Rock
3325,,OVA,22.0,25769.0,,,,        Feb 2011 - Apr 2011,https://myanimelist.net/anime/8986/Supernatural_The_Animation
3326,,TV,20.0,4486.0,,,,        Mar 1999 - Apr 1999,https://myanimelist.net/anime/2011/Taiho_Shichau_zo_Special
3327,,Special,3.0,5273.0,,,,        Nov 2011 - Oct 2012,https://myanimelist.net/anime/12709/Tales_of_Symphonia_The_Animation__Sekai_Tougou-hen_Specials
3328,,TV,13.0,166347.0,,,,        Sep 2014 - Dec 2014,https://myanimelist.net/anime/22687/Terra_Formars
3329,,Special,2.0,24360.0,,,,        Jul 2013 - Nov 2013,https://myanimelist.net/anime/19697/Toaru_Kagaku_no_Railgun_S__Motto_Marutto_Railgun
3330,,TV,12.0,102462.0,,,,        Jul 2019 - Sep 2019,https://myanimelist.net/anime/39324/Uchi_no_Ko_no_Tame_naraba_Ore_wa_Moshikashitara_Maou_mo_Taoseru_kamo_Shirenai
3331,,Movie,1.0,3163.0,,,,        Dec 2009 - Dec 2009,https://myanimelist.net/anime/7144/Uchuu_Senkan_Yamato__Fukkatsu-hen
3332,,TV,12.0,110369.0,,,,        Oct 2017 - Dec 2017,https://myanimelist.net/anime/33478/UQ_Holder__Mahou_Sensei_Negima_2
3333,,Special,1.0,3315.0,,,,        Dec 2008 - Dec 2008,https://myanimelist.net/anime/6567/Urusei_Yatsura__The_Shougaibutsu_Suieitaikai
3334,,ONA,26.0,1185.0,,,,        Dec 2018 - Jun 2019,https://myanimelist.net/anime/38741/Xue_Ying_Ling_Zhu
3335,,OVA,3.0,2124.0,,,,        Dec 1995 - Mar 1996,https://myanimelist.net/anime/367/Akazukin_Chacha_OVA
3336,,TV,12.0,49446.0,,,,        Apr 2020 - ,https://myanimelist.net/anime/40128/Arte
3337,,TV,25.0,8699.0,,,,        Apr 1996 - Sep 1996,https://myanimelist.net/anime/286/BT_X
3338,,OVA,1.0,3504.0,,,,        Oct 2017 - Oct 2017,https://myanimelist.net/anime/35965/Baja_no_Studio
3339,,Special,6.0,9292.0,,,,        Feb 2011 - Mar 2011,https://myanimelist.net/anime/31298/Baka_to_Test_to_Shoukanjuu__Matsuri_-_Sentakushi_Ikou_nomi
3340,,Special,1.0,6934.0,,,,        Nov 2017 - Nov 2017,https://myanimelist.net/anime/34870/BanG_Dream__Asonjatta
3341,,ONA,1.0,24285.0,,,,        Jul 2010 - Jul 2010,https://myanimelist.net/anime/6280/Cat_Shit_One
3342,,Special,2.0,29984.0,,,,        Dec 2006 - Feb 2007,https://myanimelist.net/anime/2124/Code_Geass__Hangyaku_no_Lelouch_Recaps
3343,,TV,65.0,19351.0,,,,        Jan 2007 - Mar 2008,https://myanimelist.net/anime/1826/Deltora_Quest
3344,,OVA,2.0,3614.0,,,,        Jan 1987 - Jan 1987,https://myanimelist.net/anime/1803/Dirty_Pair__Lovely_Angels_yori_Ai_wo_Komete
3345,,Movie,1.0,5938.0,,,,        Sep 2018 - Sep 2018,https://myanimelist.net/anime/35425/Donten_ni_Warau_Gaiden__Ouka_Tenbou_no_Kakehashi
3346,,Movie,1.0,2581.0,,,,        Mar 1982 - Mar 1982,https://myanimelist.net/anime/2671/Doraemon_Movie_03__Nobita_no_Daimakyou
3347,,TV,12.0,10336.0,,,,        Oct 1997 - Dec 1997,https://myanimelist.net/anime/1046/Elf_wo_Karu_Mono-tachi_II
3348,,TV,26.0,1396.0,,,,        Oct 1992 - Mar 1993,https://myanimelist.net/anime/2624/Flanders_no_Inu_Boku_no_Patrasche
3349,,TV,12.0,74319.0,,,,        Apr 2017 - Jun 2017,https://myanimelist.net/anime/33203/Fukumenkei_Noise
3350,,ONA,1.0,3679.0,,,,        Nov 2017 - Nov 2017,https://myanimelist.net/anime/36783/Girls___Panzer__Dai_63-kai_Senshadou_Zenkoku_Koukousei_Taikai_Recap
3351,,TV,,7807.0,,,,        Mar 2014 - ,https://myanimelist.net/anime/23539/Gudetama
3352,,TV,11.0,19752.0,,,,        Oct 2006 - Dec 2006,https://myanimelist.net/anime/1592/Hataraki_Man
3353,,TV,12.0,43042.0,,,,        Oct 2012 - Dec 2012,https://myanimelist.net/anime/14653/Hayate_no_Gotoku_Cant_Take_My_Eyes_Off_You
3354,,TV,47.0,4159.0,,,,        Mar 1981 - Feb 1982,https://myanimelist.net/anime/2799/Hello_Sandybell
3355,,TV,50.0,1584.0,,,,        Oct 1993 - Sep 1994,https://myanimelist.net/anime/3418/Jungle_no_Ouja_Taa-chan
3356,,TV,12.0,34695.0,,,,        Apr 2008 - Jun 2008,https://myanimelist.net/anime/3616/Kamen_no_Maid_Guy
3357,,TV,13.0,61556.0,,,,        Jul 2011 - Sep 2011,https://myanimelist.net/anime/10372/Kamisama_Dolls
3358,,Movie,1.0,2507.0,,,,        Dec 1996 - Dec 1996,https://myanimelist.net/anime/2077/Kindaichi_Shounen_no_Jikenbo_Movie_1__Operazakan_-_Aratanaru_Satsujin
3359,,OVA,6.0,6606.0,,,,        Oct 1991 - Aug 1992,https://myanimelist.net/anime/1336/Kyoushoku_Soukou_Guyver_II
3360,,OVA,3.0,9445.0,,,,        Nov 2010 - Apr 2011,https://myanimelist.net/anime/8666/Mazinkaiser_SKL
3361,,OVA,1.0,1572.0,,,,        May 1993 - May 1993,https://myanimelist.net/anime/3462/Minky_Momo_in_Yume_ni_Kakeru_Hashi
3362,,TV,26.0,70550.0,,,,        Oct 2006 - Mar 2007,https://myanimelist.net/anime/1546/Negima
3363,,Movie,1.0,71944.0,,,,        Oct 2012 - Oct 2012,https://myanimelist.net/anime/14293/Nerawareta_Gakuen
3364,,TV,52.0,6336.0,,,,        Apr 2005 - Mar 2006,https://myanimelist.net/anime/2489/Onegai_My_Melody
3365,,OVA,1.0,26362.0,,,,        Apr 2004 - Apr 2004,https://myanimelist.net/anime/524/Onegai☆Twins__Natsu_wa_Owaranai
3366,,Music,4.0,555.0,,,,        Feb 2019 - Feb 2019,https://myanimelist.net/anime/39150/Otogi
3367,,TV,12.0,51539.0,,,,        Apr 2006 - Jun 2006,https://myanimelist.net/anime/907/Princess_Princess
3368,,TV,49.0,2408.0,,,,        Apr 1994 - Mar 1995,https://myanimelist.net/anime/2283/Red_Baron
3369,,Music,1.0,4698.0,,,,        Sep 2016 - Sep 2016,https://myanimelist.net/anime/34085/Sakura_Nagashi
3370,,TV,12.0,184624.0,,,,        Jan 2014 - Mar 2014,https://myanimelist.net/anime/20047/Sakura_Trick
3371,,TV,12.0,17150.0,,,,        Mar 2010 - Jun 2010,https://myanimelist.net/anime/8057/Shin_Koihime†Musou__Otome_Tairan
3372,,TV,12.0,55487.0,,,,        Jan 2018 - Mar 2018,https://myanimelist.net/anime/35540/Slow_Start
3373,,TV,13.0,40350.0,,,,        Jul 2015 - Sep 2015,https://myanimelist.net/anime/29163/Sore_ga_Seiyuu
3374,,Special,1.0,8677.0,,,,        Apr 2009 - Apr 2009,https://myanimelist.net/anime/14617/Stranger__Mukou_Hadan_Pilot
3375,,Movie,1.0,29942.0,,,,        Jul 2003 - Jul 2003,https://myanimelist.net/anime/548/Wonderful_Days
3376,,TV,27.0,30332.0,,,,        Apr 2003 - Oct 2003,https://myanimelist.net/anime/230/Air_Master
3377,,Movie,1.0,17005.0,,,,        Mar 2015 - Mar 2015,https://myanimelist.net/anime/29513/Aki_no_Kanade
3378,,TV,39.0,3786.0,,,,        Apr 1991 - Mar 1992,https://myanimelist.net/anime/2810/Anime_Himitsu_no_Hanazono
3379,,TV,26.0,22073.0,,,,        Oct 1994 - Mar 1995,https://myanimelist.net/anime/998/Blue_Seed
3380,,TV,12.0,122680.0,,,,        Jul 2013 - Sep 2013,https://myanimelist.net/anime/16157/Choujigen_Game_Neptune_The_Animation
3381,,Movie,1.0,2293.0,,,,        Apr 2003 - Apr 2003,https://myanimelist.net/anime/8363/Crayon_Shin-chan_Movie_11__Arashi_wo_Yobu_Eikou_no_Yakiniku_Road
3382,,Movie,1.0,2204.0,,,,        Apr 2004 - Apr 2004,https://myanimelist.net/anime/8364/Crayon_Shin-chan_Movie_12__Arashi_wo_Yobu_Yuuhi_no_Kasukabe_Boys
3383,,TV,12.0,19542.0,,,,        Oct 1996 - Dec 1996,https://myanimelist.net/anime/1045/Elf_wo_Karu_Mono-tachi
3384,,OVA,2.0,63368.0,,,,        Jan 2019 - Jan 2019,https://myanimelist.net/anime/36792/Eromanga-sensei_OVA
3385,,TV,24.0,22459.0,,,,        Apr 2001 - Sep 2001,https://myanimelist.net/anime/383/Galaxy_Angel
3386,,TV,12.0,363809.0,,,,        Jul 2017 - Sep 2017,https://myanimelist.net/anime/34280/Gamers
3387,,ONA,1.0,21462.0,,,,        Jun 2015 - Jun 2015,https://myanimelist.net/anime/30925/Gatchaman_Crowds_Insight__Inbound
3388,,Special,1.0,12360.0,,,,        Mar 2011 - Mar 2011,https://myanimelist.net/anime/10504/Gosick__Utsukushiki_Kaibutsu_wa_Konton_no_Sen_wo_Shimiru
3389,,TV,39.0,1605.0,,,,        Apr 1998 - Dec 1998,https://myanimelist.net/anime/2416/Grander_Musashi_RV
3390,,TV,,3504.0,,,,        Feb 2020 - ,https://myanimelist.net/anime/40610/Healin_Good♡Precure
3391,,Movie,1.0,2794.0,,,,        Apr 1981 - Apr 1981,https://myanimelist.net/anime/3946/Jarinko_Chie
3392,,TV,25.0,62481.0,,,,        Apr 2007 - Sep 2007,https://myanimelist.net/anime/2130/Kaibutsu_Oujo
3393,,Movie,1.0,4210.0,,,,        Apr 2007 - Apr 2007,https://myanimelist.net/anime/2176/Kiddy_Grade__Ignition
3394,,OVA,1.0,17008.0,,,,        Dec 2014 - Dec 2014,https://myanimelist.net/anime/25143/Kono_Danshi_Sekika_ni_Nayandemasu
3395,,Special,1.0,3850.0,,,,        Sep 2006 - Sep 2006,https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody
3396,,Movie,3.0,20420.0,,,,        Apr 1989 - Apr 1989,https://myanimelist.net/anime/1951/Manie-Manie__Meikyuu_Monogatari
3397,,OVA,1.0,10247.0,,,,        Apr 2005 - Apr 2005,https://myanimelist.net/anime/1135/Munto__Toki_no_Kabe_wo_Koete
3398,,TV,12.0,35362.0,,,,        Apr 2020 - ,https://myanimelist.net/anime/40513/Nami_yo_Kiitekure
3399,,TV,12.0,19502.0,,,,        Jul 2007 - Sep 2007,https://myanimelist.net/anime/1688/Nanatsu-iro★Drops
3400,,Movie,1.0,6941.0,,,,        Jul 2003 - Jul 2003,https://myanimelist.net/anime/1209/Nasu__Andalusia_no_Natsu
3401,,TV,55.0,4273.0,,,,        Jan 1995 - Feb 1996,https://myanimelist.net/anime/912/Ninkuu
3402,,Movie,1.0,53147.0,,,,        Mar 2002 - Mar 2002,https://myanimelist.net/anime/461/One_Piece_Movie_3__Chinjuu-jima_no_Chopper_Oukoku
3403,,TV,13.0,73984.0,,,,        Oct 2014 - Dec 2014,https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou
3404,,ONA,1.0,7331.0,,,,        Mar 2014 - Mar 2014,https://myanimelist.net/anime/23285/Paulette_no_Isu
3405,,Movie,1.0,53305.0,,,,        Jul 2009 - Jul 2009,https://myanimelist.net/anime/6178/Pokemon_Movie_12__Arceus_Choukoku_no_Jikuu_e
3406,,TV,25.0,2186.0,,,,        Oct 1998 - Mar 1999,https://myanimelist.net/anime/4191/Popolocrois_Monogatari
3407,,TV,12.0,168445.0,,,,        Apr 2015 - Jun 2015,https://myanimelist.net/anime/28617/Punch_Line
3408,,Movie,1.0,12928.0,,,,        Apr 2003 - Apr 2003,https://myanimelist.net/anime/758/RahXephon__Tagen_Hensoukyoku
3409,,Special,1.0,80132.0,,,,        Jan 2015 - Jan 2015,https://myanimelist.net/anime/29317/Saenai_Heroine_no_Sodatekata__Ai_to_Seishun_no_Service-kai
3410,,Special,1.0,79968.0,,,,        Jul 2013 - Jul 2013,https://myanimelist.net/anime/19285/Shingeki_no_Kyojin__Ano_Hi_Kara
3411,,Movie,3.0,4868.0,,,,        May 2019 - May 2019,https://myanimelist.net/anime/34649/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond
3412,,Special,1.0,10695.0,,,,        Mar 2019 - Mar 2019,https://myanimelist.net/anime/38921/Tsurune__Kazemai_Koukou_Kyuudoubu_-_Yabai
3413,,Movie,1.0,2040.0,,,,        Jul 1983 - Jul 1983,https://myanimelist.net/anime/2429/Unico__Mahou_no_Shima_e
3414,,OVA,1.0,66343.0,,,,        Oct 2014 - Oct 2014,https://myanimelist.net/anime/20449/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui__Motenaishi_Nazomeite_Miru
3415,,TV,36.0,3193.0,,,,        May 2005 - Feb 2006,https://myanimelist.net/anime/754/Yuki_no_Joou_TV
3416,,Music,1.0,9706.0,,,,        Dec 2014 - Dec 2014,https://myanimelist.net/anime/28789/3-gatsu_no_Lion_meets_Bump_of_Chicken
3417,,Music,1.0,650.0,,,,        Jul 2017 - Jul 2017,https://myanimelist.net/anime/37266/Ano_Ko_Secret
3418,,TV,12.0,10826.0,,,,        Jan 2004 - Mar 2004,https://myanimelist.net/anime/284/Area_88_TV
3419,,Special,1.0,34158.0,,,,        Dec 2001 - Dec 2001,https://myanimelist.net/anime/659/Azumanga_Daioh__Gekijou_Tanpen
3420,,TV,50.0,2192.0,,,,        Sep 2009 - Sep 2010,https://myanimelist.net/anime/6901/Battle_Spirits__Shounen_Gekiha_Dan
3421,,Movie,1.0,1015.0,,,,        Dec 2010 - Dec 2010,https://myanimelist.net/anime/9340/Cheburashka
3422,,OVA,1.0,31631.0,,,,        Sep 2013 - Sep 2013,https://myanimelist.net/anime/18745/Chihayafuru_2__Waga_Miyo_ni_Furu_Nagame_Shima_ni
3423,,TV,12.0,56951.0,,,,        Jan 2015 - Mar 2015,https://myanimelist.net/anime/16385/Dog_Days
3424,,TV,39.0,1156.0,,,,        May 1993 - Mar 1994,https://myanimelist.net/anime/5197/Dragon_League
3425,,Special,11.0,20187.0,,,,        Jan 2012 - Nov 2012,https://myanimelist.net/anime/13561/Guilty_Crown__4-koma_Gekijou
3426,,TV,51.0,8074.0,,,,        Apr 2010 - Mar 2011,https://myanimelist.net/anime/8206/Hime_Chen_Otogi_Chikku_Idol_Lilpri
3427,,Movie,1.0,56436.0,,,,        Oct 2009 - Oct 2009,https://myanimelist.net/anime/6610/Ibara_no_Ou
3428,,TV,47.0,43123.0,,,,        May 2011 - Apr 2012,https://myanimelist.net/anime/10507/Inazuma_Eleven_Go
3429,,Special,1.0,3159.0,,,,        Jan 2018 - Jan 2018,https://myanimelist.net/anime/37814/Inazuma_Eleven__Reloaded_-_Soccer_no_Henkaku
3430,,TV,26.0,12798.0,,,,        Apr 1998 - Sep 1998,https://myanimelist.net/anime/1184/Lost_Universe
3431,,TV,52.0,51220.0,,,,        Apr 2003 - Mar 2004,https://myanimelist.net/anime/521/Mermaid_Melody_Pichi_Pichi_Pitch
3432,,TV,37.0,1501.0,,,,        Apr 2013 - Dec 2013,https://myanimelist.net/anime/18391/Mini_Van
3433,,OVA,6.0,49182.0,,,,        Mar 2007 - Aug 2007,https://myanimelist.net/anime/1696/Murder_Princess
3434,,TV,65.0,4031.0,,,,        Oct 1969 - Dec 1970,https://myanimelist.net/anime/8234/Muumin
3435,,Movie,1.0,5477.0,,,,        May 2012 - May 2012,https://myanimelist.net/anime/6219/Nijiiro_Hotaru__Eien_no_Natsuyasumi
3436,,TV,26.0,6022.0,,,,        Apr 2018 - Sep 2018,https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen
3437,,TV,25.0,70846.0,,,,        Jan 2005 - Jun 2005,https://myanimelist.net/anime/325/Peach_Girl
3438,,TV,146.0,50834.0,,,,        Nov 2016 - Nov 2019,https://myanimelist.net/anime/34034/Pokemon_Sun___Moon
3439,,Music,1.0,2847.0,,,,        Dec 2012 - Dec 2012,https://myanimelist.net/anime/23043/Re_Boot
3440,,TV,13.0,309386.0,,,,        Oct 2008 - Dec 2008,https://myanimelist.net/anime/4214/Rosario_to_Vampire_Capu2
