,name,english_name,type,episodes,members,score_members,rating,genre,dates,url
0,McDull: Wo He Wo Mama,McDull: Me & My Mum,Movie,1.0,136.0,,,['Comedy'],        Oct 2014 - Oct 2014,https://myanimelist.net/anime/30052/McDull__Wo_He_Wo_Mama
1,McDull: Xiang Dang Dang,"McDull, Kung Fu Kindergarten",Movie,1.0,197.0,,,['Comedy'],        Jul 2009 - Jul 2009,https://myanimelist.net/anime/9819/McDull__Xiang_Dang_Dang
2,McDull: Xiang Dang Dang Ban Wo Xin,McDull: The Pork of Music,Movie,1.0,151.0,,,['Comedy'],        Jul 2012 - Jul 2012,https://myanimelist.net/anime/30051/McDull__Xiang_Dang_Dang_Ban_Wo_Xin
3,Me wo Samase Toragorou,,Special,1.0,132.0,,,['Kids'],        1985 - 1985,https://myanimelist.net/anime/11711/Me_wo_Samase_Toragorou
4,Mebae no Ashita,,OVA,1.0,100.0,,,"['Drama', 'Kids']",        2003 - 2003,https://myanimelist.net/anime/26221/Mebae_no_Ashita
5,Mebuki,,OVA,1.0,92.0,,,"['Drama', 'Kids']",        1994 - 1994,https://myanimelist.net/anime/31009/Mebuki
6,Mecha Robot Corps 3,,Movie,1.0,166.0,,,"['Action', 'Adventure', 'Mecha', 'Shounen']",        1985 - 1985,https://myanimelist.net/anime/16834/Mecha_Robot_Corps_3
7,Mecha☆Afro-kun,Mecha Afro-kun,OVA,1.0,283.0,,,['Comedy'],        Sep 2010 - Sep 2010,https://myanimelist.net/anime/9334/Mecha☆Afro-kun
8,Mechakko Dotakon,Mechanical Boy Dotakon,TV,28.0,281.0,,,"['Comedy', 'Sci-Fi']",        Apr 1981 - Oct 1981,https://myanimelist.net/anime/6727/Mechakko_Dotakon
9,Mechano: Scientific Attack Force,Meccano,OVA,3.0,267.0,,,"['Comedy', 'Dementia', 'Fantasy', 'Horror', 'Music', 'Parody']",        Sep 1995 - Sep 1995,https://myanimelist.net/anime/24259/Mechano__Scientific_Attack_Force
10,Medaka no Gakkou,,OVA,5.0,698.0,,,['Comedy'],        Apr 2001 - Feb 2005,https://myanimelist.net/anime/9519/Medaka_no_Gakkou
11,Megane,,Music,1.0,71.0,,,"['Kids', 'Music', 'Slice of Life']",        Apr 2016 - Apr 2016,https://myanimelist.net/anime/40616/Megane
12,Megane no Mahou,,ONA,1.0,254.0,,,['Drama'],        Sep 2018 - Sep 2018,https://myanimelist.net/anime/38456/Megane_no_Mahou
