,name,english_name,type,episodes,members,score_members,rating,genre,dates,url
0,Ikuze! Gen-san,,ONA,24.0,221.0,,,['Comedy'],        Mar 2008 - Sep 2008,https://myanimelist.net/anime/3973/Ikuze_Gen-san
1,Il torero Camomillo,,Music,1.0,197.0,,,"['Music', 'Kids']",        Feb 1970 - Feb 1970,https://myanimelist.net/anime/21711/Il_torero_Camomillo
2,Ima,Now,Music,1.0,72.0,,,['Music'],        Jun 2017 - Jun 2017,https://myanimelist.net/anime/36111/Ima
3,Ima demo Senchou to Yobarete iru Senchou no Yoru,,Music,1.0,94.0,,,"['Music', 'Kids']",        Dec 1971 - Dec 1971,https://myanimelist.net/anime/36396/Ima_demo_Senchou_to_Yobarete_iru_Senchou_no_Yoru
4,Imokawa Mukuzo: Chuugaeri no Maki,,Movie,1.0,277.0,,,['Comedy'],        May 1917 - May 1917,https://myanimelist.net/anime/24577/Imokawa_Mukuzo__Chuugaeri_no_Maki
5,In the Sea and near a Girl.,,ONA,1.0,148.0,,,"['Dementia', 'Music']",        Aug 2014 - Aug 2014,https://myanimelist.net/anime/39179/In_the_Sea_and_near_a_Girl
6,Inagawa Junji no Sugoku Kowai Hanashi,,ONA,10.0,395.0,,,"['Horror', 'Supernatural']",        Sep 2017 - Oct 2017,https://myanimelist.net/anime/36152/Inagawa_Junji_no_Sugoku_Kowai_Hanashi
7,Inaka Nezumi to Machi Nezumi,,Movie,1.0,243.0,,,['Kids'],        1959 - 1959,https://myanimelist.net/anime/29926/Inaka_Nezumi_to_Machi_Nezumi
8,Inakappe Taishou,General Inakappe,TV,104.0,432.0,,,"['Comedy', 'Sports']",        Oct 1970 - Sep 1972,https://myanimelist.net/anime/8786/Inakappe_Taishou
9,Inamura no Hi,,OVA,1.0,56.0,,,"['Historical', 'Kids', 'Drama']",         - ,https://myanimelist.net/anime/39378/Inamura_no_Hi
10,Inamura no Hi (1989),,OVA,1.0,122.0,,,"['Historical', 'Kids', 'Drama']",        1989 - 1989,https://myanimelist.net/anime/26299/Inamura_no_Hi_1989
11,Inazma Delivery: Dougyousha Attack-hen,,TV,10.0,452.0,,,"['Action', 'Sci-Fi', 'Comedy']",        Dec 2017 - Mar 2018,https://myanimelist.net/anime/36894/Inazma_Delivery__Dougyousha_Attack-hen
12,Indie Anibox: Selma Danbaekjil Coffee,Indie Anibox: Selma's Protein Coffee,Movie,1.0,349.0,,,"['Comedy', 'Drama', 'Romance', 'Samurai', 'Sci-Fi']",        Jun 2008 - Jun 2008,https://myanimelist.net/anime/28235/Indie_Anibox__Selma_Danbaekjil_Coffee
13,Inemuri Buu-chan,,Movie,1.0,152.0,,,['Kids'],        1959 - 1959,https://myanimelist.net/anime/32227/Inemuri_Buu-chan
14,Inferious Wakusei Senshi Gaiden Condition Green,,OVA,6.0,420.0,,,"['Action', 'Sci-Fi']",        Nov 1991 - Mar 1992,https://myanimelist.net/anime/16259/Inferious_Wakusei_Senshi_Gaiden_Condition_Green
15,Inochi,,Music,1.0,124.0,,,"['Drama', 'Music', 'Slice of Life']",        Sep 2015 - Sep 2015,https://myanimelist.net/anime/34116/Inochi
16,Inochi Kagayaku Akari,,OVA,1.0,123.0,,,"['Drama', 'Kids']",        1999 - 1999,https://myanimelist.net/anime/26241/Inochi_Kagayaku_Akari
17,Inori no Te,,OVA,1.0,114.0,,,"['Kids', 'Historical', 'Drama']",        2001 - 2001,https://myanimelist.net/anime/26297/Inori_no_Te
18,Instant History,,TV,312.0,427.0,,,['Historical'],        May 1961 - Feb 1962,https://myanimelist.net/anime/14211/Instant_History
19,Interior,,ONA,1.0,204.0,,,"['Adventure', 'Comedy']",        Mar 2011 - Mar 2011,https://myanimelist.net/anime/24051/Interior
20,Introspection,,Movie,1.0,133.0,,,['Dementia'],        1998 - 1998,https://myanimelist.net/anime/29709/Introspection
21,Inu Gyorai,Dog Torpedo,Music,1.0,100.0,,,['Music'],        Jan 2014 - Jan 2014,https://myanimelist.net/anime/39200/Inu_Gyorai
22,Inui-san!,,OVA,5.0,244.0,,,"['Comedy', 'Shoujo']",        Jul 2014 - Dec 2015,https://myanimelist.net/anime/24501/Inui-san
23,Inumarudashi,,TV,4.0,560.0,,,['Comedy'],        Jun 2011 - Jul 2011,https://myanimelist.net/anime/10847/Inumarudashi
24,Inunaki-mura x Taka no Tsume-dan,Howling Village x Eagle Talon,ONA,1.0,143.0,,,"['Comedy', 'Horror', 'Parody']",        Jan 2020 - Jan 2020,https://myanimelist.net/anime/41096/Inunaki-mura_x_Taka_no_Tsume-dan
25,Inuwari-san,,Special,1.0,82.0,,,['Comedy'],        Mar 2009 - Mar 2009,https://myanimelist.net/anime/39036/Inuwari-san
26,Inuyama Kamiko no Kireigoto ja Owaranai!,,ONA,2.0,200.0,,,['Slice of Life'],        Jun 2014 - Sep 2014,https://myanimelist.net/anime/25109/Inuyama_Kamiko_no_Kireigoto_ja_Owaranai
27,Ippon Bouchou Mantarou,,OVA,2.0,251.0,,,"['Action', 'Seinen']",        Jun 1991 - Dec 1991,https://myanimelist.net/anime/6384/Ippon_Bouchou_Mantarou
28,Ippou Nippon Mukashibanashi,,ONA,12.0,163.0,,,"['Comedy', 'Fantasy']",        Jun 2016 - Jun 2016,https://myanimelist.net/anime/33387/Ippou_Nippon_Mukashibanashi
29,Iroha Matsuri,,Music,1.0,38.0,,,"['Kids', 'Music']",        Dec 1987 - Dec 1987,https://myanimelist.net/anime/41727/Iroha_Matsuri
30,IRoid: Koi no Yuukou Frontier,,ONA,1.0,245.0,,,['Game'],        Dec 2015 - Dec 2015,https://myanimelist.net/anime/33698/IRoid__Koi_no_Yuukou_Frontier
31,Irotoridori,,Music,1.0,115.0,,,"['Kids', 'Music']",        Feb 2013 - Feb 2013,https://myanimelist.net/anime/37401/Irotoridori
32,Iruka to Shounen,,TV,13.0,237.0,,,"['Adventure', 'Kids']",        Jul 1975 - Aug 1975,https://myanimelist.net/anime/11421/Iruka_to_Shounen
33,Iryou Keiei Consultant,,ONA,1.0,161.0,,,"['Music', 'Slice of Life']",        Nov 2017 - Nov 2017,https://myanimelist.net/anime/37543/Iryou_Keiei_Consultant
34,Isewan Taifuu Monogatari,,Movie,1.0,252.0,,,"['Historical', 'Drama']",        Nov 1989 - Nov 1989,https://myanimelist.net/anime/25305/Isewan_Taifuu_Monogatari
35,Ishii Hiroyuki x Saitou Souma Essay-shuu,,ONA,1.0,151.0,,,['Space'],        Sep 2018 - Sep 2018,https://myanimelist.net/anime/38407/Ishii_Hiroyuki_x_Saitou_Souma_Essay-shuu
36,Ishii Hisaichi no Dai Seikai,,OVA,1.0,137.0,,,"['Parody', 'Comedy']",        Sep 1991 - Sep 1991,https://myanimelist.net/anime/19583/Ishii_Hisaichi_no_Dai_Seikai
37,Ishii Hisaichi no Nanda Kanda Gekijou,,OVA,2.0,151.0,,,"['Comedy', 'Martial Arts', 'Sci-Fi', 'Space']",        Jul 1989 - Nov 1989,https://myanimelist.net/anime/28021/Ishii_Hisaichi_no_Nanda_Kanda_Gekijou
38,Ishinomori Shoutarou no Rekishi Adventure,,OVA,5.0,159.0,,,"['Samurai', 'Historical']",        Jan 1992 - Jan 1992,https://myanimelist.net/anime/25473/Ishinomori_Shoutarou_no_Rekishi_Adventure
39,Ishitsubutsu Toriatsukaijo,,Music,1.0,193.0,,,"['Drama', 'Music']",        May 2012 - May 2012,https://myanimelist.net/anime/32845/Ishitsubutsu_Toriatsukaijo
40,Ishiyama-dera Digital Engi Emaki,,Special,1.0,135.0,,,['Historical'],        Sep 2016 - Sep 2016,https://myanimelist.net/anime/33982/Ishiyama-dera_Digital_Engi_Emaki
41,Islay,,Music,1.0,83.0,,,['Music'],        Dec 2016 - Dec 2016,https://myanimelist.net/anime/37135/Islay
42,Isobe Isobee Monogatari Jump Festa Special,,Special,3.0,1246.0,,,"['Comedy', 'Historical', 'Shounen']",        Aug 2016 - Aug 2016,https://myanimelist.net/anime/34166/Isobe_Isobee_Monogatari_Jump_Festa_Special
43,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,,ONA,5.0,293.0,,,"['Comedy', 'Historical']",        Dec 2013 - Apr 2014,https://myanimelist.net/anime/28427/Isobe_Isobee_Monogatari__Ukiyo_wa_Tsurai_yo
44,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),,ONA,1.0,482.0,,,"['Comedy', 'Historical', 'Shounen']",        Dec 2015 - Dec 2015,https://myanimelist.net/anime/31903/Isobe_Isobee_Monogatari__Ukiyo_wa_Tsurai_yo_2015
45,Isobe Isobee with Nakata Yasutaka de Sourou,,ONA,1.0,240.0,,,"['Historical', 'Music', 'Parody']",        Apr 2017 - Apr 2017,https://myanimelist.net/anime/35475/Isobe_Isobee_with_Nakata_Yasutaka_de_Sourou
46,Issunboushi,,Movie,1.0,352.0,,,['Drama'],        Mar 1918 - Mar 1918,https://myanimelist.net/anime/10760/Issunboushi
47,Issunboushi (2007),Inch-High Samurai,Movie,1.0,58.0,,,"['Historical', 'Dementia']",        2007 - 2007,https://myanimelist.net/anime/38862/Issunboushi_2007
48,It Seems like a Frog,,Music,1.0,126.0,,,['Music'],        Aug 2016 - Aug 2016,https://myanimelist.net/anime/36183/It_Seems_like_a_Frog
49,It's a Small World,,Music,1.0,73.0,,,['Music'],        Mar 2012 - Mar 2012,https://myanimelist.net/anime/40304/Its_a_Small_World
