,name,english_name,type,episodes,members,score_members,rating,genre,dates,url
0,Shinjin Tour Conductor,Dark Tours,OVA,1.0,1451.0,,5.46,['Hentai'],        Oct 2004 - Oct 2004,https://myanimelist.net/anime/3531/Shinjin_Tour_Conductor
1,Suishou no Yoru: Aoi Kokuhaku yori,,OVA,1.0,568.0,,5.45,['Hentai'],        Sep 2003 - Sep 2003,https://myanimelist.net/anime/5555/Suishou_no_Yoru__Aoi_Kokuhaku_yori
2,Sukeban Shoukai Cutie Lemon,,OVA,3.0,450.0,,5.45,['Hentai'],        Dec 1984 - Jul 1988,https://myanimelist.net/anime/8523/Sukeban_Shoukai_Cutie_Lemon
3,Ice,,OVA,3.0,7106.0,,5.43,"['Action', 'Military', 'Sci-Fi', 'Shoujo Ai', 'Yuri']",        May 2007 - Sep 2007,https://myanimelist.net/anime/2169/Ice
4,Karakara-sama no Himitsu,,OVA,1.0,600.0,,5.47,['Hentai'],        Nov 2001 - Nov 2001,https://myanimelist.net/anime/5575/Karakara-sama_no_Himitsu
5,Magical Moe,,OVA,1.0,1564.0,,5.44,"['Hentai', 'Magic']",        Aug 2007 - Aug 2007,https://myanimelist.net/anime/4017/Magical_Moe
6,Mahou no Shiho-chan,,OVA,2.0,878.0,,5.43,"['Hentai', 'Magic']",        Oct 1996 - Jun 1997,https://myanimelist.net/anime/5400/Mahou_no_Shiho-chan
7,Pendant,,OVA,3.0,537.0,,5.44,['Hentai'],        Aug 1997 - Nov 1998,https://myanimelist.net/anime/4822/Pendant
8,Shujii no Inbou,,OVA,2.0,1514.0,,5.45,['Hentai'],        Feb 2011 - May 2011,https://myanimelist.net/anime/9855/Shujii_no_Inbou
9,Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,,OVA,1.0,1762.0,,5.44,"['Fantasy', 'Hentai', 'Demons', 'Horror']",        Dec 1996 - Dec 1996,https://myanimelist.net/anime/2345/Choujin_Densetsu_Urotsukidouji_5__Kanketsu-hen
