,name,type,episodes,members,score_members,rating,genre,dates,url
0,The Rapeman,OVA,2.0,5404.0,2276.0,6.42,['Hentai'],        Oct 1994 - Oct 1994,https://myanimelist.net/anime/4714/The_Rapeman
1,Toumei Ningen R,OVA,2.0,3569.0,1567.0,6.43,['Hentai'],        Mar 2010 - Jun 2010,https://myanimelist.net/anime/8289/Toumei_Ningen_R
2,Zton Jingai Animation: A Beautiful Greed Nulu Nulu,OVA,1.0,4396.0,1696.0,6.43,['Hentai'],        May 2017 - May 2017,https://myanimelist.net/anime/35592/Zton_Jingai_Animation__A_Beautiful_Greed_Nulu_Nulu
3,D-Spray,OVA,1.0,3223.0,1219.0,6.42,['Hentai'],        Apr 2013 - Apr 2013,https://myanimelist.net/anime/17543/D-Spray
4,JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,OVA,2.0,5289.0,2160.0,6.42,"['Hentai', 'Demons', 'Supernatural']",        Jul 2013 - Feb 2014,https://myanimelist.net/anime/18653/JK_to_Orc_Heidan__Aku_Buta_Oni_ni_Ryougyaku_Sareta_Seijo_Gakuen
5,Kimi no Na wo Yobeba,OVA,2.0,3793.0,1323.0,6.42,"['Hentai', 'School']",        Nov 2008 - Feb 2009,https://myanimelist.net/anime/5643/Kimi_no_Na_wo_Yobeba
6,Otome Hime,OVA,1.0,3337.0,1239.0,6.42,['Hentai'],        Nov 2014 - Nov 2014,https://myanimelist.net/anime/27909/Otome_Hime
7,Tsuma ga Kirei ni Natta Wake,OVA,2.0,2584.0,1058.0,6.42,['Hentai'],        Apr 2019 - May 2019,https://myanimelist.net/anime/38798/Tsuma_ga_Kirei_ni_Natta_Wake
8,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,OVA,2.0,3994.0,1434.0,6.42,['Hentai'],        Dec 2009 - Mar 2010,https://myanimelist.net/anime/7583/Valkyrie_Choukyou_Semen_Tank_no_Ikusa_Otome_10-nin_Shimai
9,Akina to Onsen de H Shiyo!,OVA,1.0,6892.0,2706.0,6.41,['Hentai'],        Nov 2010 - Nov 2010,https://myanimelist.net/anime/9849/Akina_to_Onsen_de_H_Shiyo
10,M Ogui: Last Order,OVA,1.0,4915.0,2296.0,6.41,['Hentai'],        Jun 2013 - Jun 2013,https://myanimelist.net/anime/18455/M_Ogui__Last_Order
11,Taimanin Asagi Special,Special,1.0,4189.0,1691.0,6.41,"['Action', 'Demons', 'Hentai', 'Martial Arts', 'Supernatural']",        May 2009 - May 2009,https://myanimelist.net/anime/8837/Taimanin_Asagi_Special
12,Yagami YuuNight Shift Nurses: Yagami Yu,OVA,1.0,5999.0,2525.0,6.42,['Hentai'],        Dec 2006 - Dec 2006,https://myanimelist.net/anime/2870/Yagami_Yuu
13,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,OVA,1.0,4774.0,1764.0,6.4,['Hentai'],        May 2011 - May 2011,https://myanimelist.net/anime/10421/Bi-chiku_Beach__Nangoku_Nyuujoku_Satsueikai
14,Binkan Athlete,OVA,1.0,5728.0,2246.0,6.4,['Hentai'],        Dec 2009 - Dec 2009,https://myanimelist.net/anime/7266/Binkan_Athlete
15,Enbi,OVA,2.0,3122.0,1299.0,6.4,['Hentai'],        May 2014 - Sep 2014,https://myanimelist.net/anime/23519/Enbi
16,Hitozuma Life: One Time Gal,OVA,2.0,3361.0,1312.0,6.4,['Hentai'],        Sep 2017 - Dec 2017,https://myanimelist.net/anime/36051/Hitozuma_Life__One_Time_Gal
17,Inyouchuu The Animation,OVA,2.0,5250.0,1715.0,6.4,"['Hentai', 'Supernatural', 'School']",        Oct 2006 - Dec 2008,https://myanimelist.net/anime/3747/Inyouchuu_The_Animation
18,Kansen 2: Inzai Toshi,OVA,2.0,4432.0,1595.0,6.4,['Hentai'],        Feb 2010 - Jun 2010,https://myanimelist.net/anime/7712/Kansen_2__Inzai_Toshi
19,Love es M The Animation,OVA,1.0,2867.0,983.0,6.4,['Hentai'],        May 2014 - May 2014,https://myanimelist.net/anime/22901/Love_es_M_The_Animation
20,PeroPero☆Teacher,OVA,3.0,5373.0,1999.0,6.4,['Hentai'],        Jun 2014 - Jun 2014,https://myanimelist.net/anime/22119/PeroPero☆Teacher
21,Aniyome,OVA,2.0,4222.0,1656.0,6.39,['Hentai'],        Oct 2004 - Jan 2005,https://myanimelist.net/anime/2140/Aniyome
22,Bijukubo,OVA,2.0,5455.0,2031.0,6.39,['Hentai'],        Jul 2010 - Oct 2010,https://myanimelist.net/anime/8655/Bijukubo
23,Iinari! Saimin Kanojo,OVA,2.0,5838.0,2147.0,6.39,['Hentai'],        Feb 2015 - May 2015,https://myanimelist.net/anime/24273/Iinari_Saimin_Kanojo
24,Inyouchuu Shoku: Ryoushokutou Taimaroku,OVA,2.0,4947.0,1739.0,6.39,"['Hentai', 'Demons', 'Fantasy']",        Apr 2008 - Aug 2008,https://myanimelist.net/anime/4057/Inyouchuu_Shoku__Ryoushokutou_Taimaroku
25,Kakushi Dere Special,Special,1.0,2357.0,829.0,6.39,['Hentai'],        Nov 2013 - Nov 2013,https://myanimelist.net/anime/23477/Kakushi_Dere_Special
26,Mesu Kyoushi: Injoku no Kyoushitsu,OVA,3.0,3773.0,1136.0,6.39,['Hentai'],        Jun 2009 - May 2010,https://myanimelist.net/anime/6685/Mesu_Kyoushi__Injoku_no_Kyoushitsu
27,Ore wa Kanojo wo Shinjiteru!,OVA,1.0,8401.0,3260.0,6.39,['Hentai'],        May 2011 - May 2011,https://myanimelist.net/anime/9638/Ore_wa_Kanojo_wo_Shinjiteru
28,Ryuudouji Shimon no Inbou,OVA,2.0,2907.0,1063.0,6.39,['Hentai'],        Oct 2017 - Apr 2018,https://myanimelist.net/anime/36122/Ryuudouji_Shimon_no_Inbou
29,Succubu-ist Story The Animation,OVA,1.0,4196.0,1669.0,6.39,['Hentai'],        Oct 2017 - Oct 2017,https://myanimelist.net/anime/36137/Succubu-ist_Story_The_Animation
30,Hishoka Drop The Animation,OVA,1.0,3290.0,1167.0,6.38,['Hentai'],        May 2012 - May 2012,https://myanimelist.net/anime/13217/Hishoka_Drop_The_Animation
31,Ichinen Buri no The Animation,OVA,1.0,3251.0,1320.0,6.38,['Hentai'],        Mar 2017 - Mar 2017,https://myanimelist.net/anime/34937/Ichinen_Buri_no_The_Animation
32,Ikoku na Retro,OVA,1.0,3361.0,1229.0,6.38,['Hentai'],        Apr 2015 - Apr 2015,https://myanimelist.net/anime/29703/Ikoku_na_Retro
33,Inda no Himekishi Janne,OVA,2.0,5639.0,1875.0,6.39,"['Hentai', 'Horror', 'Fantasy']",        Jan 2006 - Apr 2007,https://myanimelist.net/anime/4004/Inda_no_Himekishi_Janne
34,Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,OVA,1.0,4584.0,1636.0,6.38,['Hentai'],        Oct 2013 - Oct 2013,https://myanimelist.net/anime/19857/Kagachi-sama_Onagusame_Tatematsurimasu__Netorare_Mura_Inya_Hanashi_The_Animation
35,Momoiro Milk,OVA,2.0,3179.0,1108.0,6.38,['Hentai'],        May 2015 - Aug 2015,https://myanimelist.net/anime/30269/Momoiro_Milk
36,Musuko no Tomodachi ni OkasareteThe Cougar Trap,OVA,2.0,3587.0,1332.0,6.38,['Hentai'],        Mar 2009 - Jun 2009,https://myanimelist.net/anime/6220/Musuko_no_Tomodachi_ni_Okasarete
37,Oshioki: Gakuen Reijou Kousei Keikaku,OVA,3.0,4271.0,1225.0,6.38,['Hentai'],        Nov 2011 - Jun 2012,https://myanimelist.net/anime/11749/Oshioki__Gakuen_Reijou_Kousei_Keikaku
38,Saimin Jutsu Zero,OVA,2.0,3953.0,1350.0,6.38,['Hentai'],        May 2013 - Sep 2013,https://myanimelist.net/anime/18151/Saimin_Jutsu_Zero
39,Samayou Midara na Lunatics,OVA,2.0,3061.0,1020.0,6.39,['Hentai'],        Jan 2009 - Dec 2009,https://myanimelist.net/anime/5993/Samayou_Midara_na_Lunatics
40,Cele Kano,OVA,2.0,3334.0,1223.0,6.37,['Hentai'],        Apr 2012 - Jul 2012,https://myanimelist.net/anime/12955/Cele_Kano
41,Chicchana Onaka,OVA,3.0,5985.0,2538.0,6.37,['Hentai'],        Oct 2015 - Jul 2016,https://myanimelist.net/anime/31740/Chicchana_Onaka
42,GenmukanGenmukan: The Sin of Desire & Shame,OVA,2.0,5200.0,2006.0,6.37,['Hentai'],        Mar 2003 - May 2003,https://myanimelist.net/anime/2590/Genmukan
43,Hitou Meguri Kakure Yu: Mao-hen,OVA,2.0,5381.0,2027.0,6.37,['Hentai'],        Feb 2013 - May 2013,https://myanimelist.net/anime/15839/Hitou_Meguri_Kakure_Yu__Mao-hen
44,Kanojo ga Mimai ni Konai Wake,OVA,3.0,4835.0,1757.0,6.37,"['Hentai', 'Drama']",        Nov 2010 - Jun 2013,https://myanimelist.net/anime/9467/Kanojo_ga_Mimai_ni_Konai_Wake
45,"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""",OVA,1.0,3279.0,1254.0,6.37,['Hentai'],        Mar 2013 - Mar 2013,https://myanimelist.net/anime/16187/Marriage_Blue__Konyakusha_ga_Iru_no_ni_Doushite_Konna_Otoko_ni
46,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,OVA,4.0,4137.0,1461.0,6.37,['Hentai'],        May 2014 - Jan 2016,https://myanimelist.net/anime/22655/Nerawareta_Megami_Tenshi_Angeltia__Mamotta_Ningentachi_ni_Uragirarete
47,D+vine Luv,OVA,4.0,3018.0,1124.0,6.36,['Hentai'],        May 2001 - Feb 2002,https://myanimelist.net/anime/2533/D_vine_Luv
48,Euphoria,OVA,6.0,38856.0,18892.0,6.36,['Hentai'],        Dec 2011 - Feb 2016,https://myanimelist.net/anime/10851/Euphoria
49,Famiresu Senshi PurinSex Warrior Pudding,OVA,3.0,3494.0,1189.0,6.36,['Hentai'],        May 2004 - Feb 2005,https://myanimelist.net/anime/2134/Famiresu_Senshi_Purin
