,name,english_name,type,episodes,members,score_members,rating,genre,dates,url
0,Doukyuusei (OVA): Climax,Doukyuusei Climax,OVA,2.0,1091.0,,5.53,['Hentai'],        Dec 1995 - Mar 1996,https://myanimelist.net/anime/4841/Doukyuusei_OVA__Climax
1,El,Elle,OVA,2.0,1708.0,,5.53,"['Action', 'Hentai', 'Sci-Fi']",        Apr 2001 - Jul 2001,https://myanimelist.net/anime/4357/El
2,Injuu Nerawareta Hanayome,Bride of Darkness,OVA,2.0,1376.0,,5.53,['Hentai'],        Feb 1999 - May 1999,https://myanimelist.net/anime/1784/Injuu_Nerawareta_Hanayome
3,Mujintou Monogatari X,Desert Island Story X,OVA,4.0,936.0,,5.56,['Hentai'],        Jul 1998 - Apr 1999,https://myanimelist.net/anime/3983/Mujintou_Monogatari_X
4,Love Machine: Animaid Shoufu 23-gou,,OVA,2.0,703.0,,5.52,['Hentai'],        May 2002 - Jun 2002,https://myanimelist.net/anime/5607/Love_Machine__Animaid_Shoufu_23-gou
5,Maid no Yakata: Zetsubou-hen,,OVA,2.0,1876.0,,5.51,['Hentai'],        Sep 2002 - Dec 2002,https://myanimelist.net/anime/2186/Maid_no_Yakata__Zetsubou-hen
6,Shitai wo Arau The Animation,,OVA,3.0,2141.0,,5.52,['Hentai'],        Jun 2003 - Jan 2004,https://myanimelist.net/anime/2348/Shitai_wo_Arau_The_Animation
7,Tres Marias: Sannin no Sei Shojo,Holy Virgins,OVA,2.0,1530.0,,5.5,['Hentai'],        Mar 2001 - Jun 2001,https://myanimelist.net/anime/3377/Tres_Marias__Sannin_no_Sei_Shojo
8,Violence Gekiga Shin David no Hoshi: Inma Densetsu,,OVA,1.0,433.0,,5.45,['Hentai'],        Mar 1991 - Mar 1991,https://myanimelist.net/anime/6133/Violence_Gekiga_Shin_David_no_Hoshi__Inma_Densetsu
9,Virtuacall 2,Virtuacall,OVA,2.0,707.0,,5.5,['Hentai'],        Aug 1997 - Oct 1997,https://myanimelist.net/anime/3530/Virtuacall_2
10,Aneki no Kounai Kaikinbi,,OVA,1.0,6428.0,,5.51,['Hentai'],        Feb 2012 - Feb 2012,https://myanimelist.net/anime/13019/Aneki_no_Kounai_Kaikinbi
11,Doutei Kawaiya,,ONA,1.0,1090.0,,5.39,['Hentai'],        2003 - 2003,https://myanimelist.net/anime/5101/Doutei_Kawaiya
12,Dragon Knight,,OVA,1.0,2428.0,,5.49,"['Action', 'Demons', 'Fantasy', 'Hentai']",        Oct 1991 - Oct 1991,https://myanimelist.net/anime/2479/Dragon_Knight
