,name,english_name,type,episodes,members,score_members,rating,genre,dates,url
0,Glasslip,,TV,13.0,135102.0,,5.47,"['Romance', 'Slice of Life', 'Supernatural']",        Jul 2014 - Sep 2014,https://myanimelist.net/anime/23079/Glasslip
1,Ikeike! Momon-chan,,TV,15.0,654.0,,5.49,['Comedy'],        Nov 2012 - Mar 2013,https://myanimelist.net/anime/18133/Ikeike_Momon-chan
2,Kanojo ga Kanji wo Suki na Riyuu.,,ONA,2.0,1399.0,,5.49,"['School', 'Slice of Life']",        Sep 2015 - Oct 2015,https://myanimelist.net/anime/31618/Kanojo_ga_Kanji_wo_Suki_na_Riyuu
3,Katsura Hime,Princess Katsura,Movie,1.0,410.0,,5.44,"['Action', 'Comedy']",        1937 - 1937,https://myanimelist.net/anime/28419/Katsura_Hime
4,Kimi ga Nozomu Eien: Gundam Parody,,Special,1.0,5400.0,,5.48,"['Mecha', 'Parody', 'Sci-Fi', 'Space']",        Jun 2004 - Jun 2004,https://myanimelist.net/anime/9170/Kimi_ga_Nozomu_Eien__Gundam_Parody
5,Organic,,ONA,1.0,296.0,,5.48,['Comedy'],        Oct 2009 - Oct 2009,https://myanimelist.net/anime/13519/Organic
6,Pepsi Nex x 009 Re:Cyborg,,Movie,3.0,525.0,,5.48,"['Action', 'Comedy']",        2011 - 2013,https://myanimelist.net/anime/32736/Pepsi_Nex_x_009_Re_Cyborg
7,Prism,,Music,1.0,474.0,,5.49,['Music'],        Feb 2018 - Feb 2018,https://myanimelist.net/anime/37357/Prism
8,Si Ling Bianma: Zhi Shijie Caozong Zhe,Order Designer,ONA,12.0,1567.0,,5.47,"['Game', 'Mystery', 'Parody', 'Horror', 'Psychological', 'Fantasy']",        Dec 2013 - Jun 2014,https://myanimelist.net/anime/33508/Si_Ling_Bianma__Zhi_Shijie_Caozong_Zhe
9,SOS TV Walpurgis Night Fever Episode 0,,Special,1.0,737.0,,5.46,"['Comedy', 'Sci-Fi']",        Apr 2010 - Apr 2010,https://myanimelist.net/anime/8710/SOS_TV_Walpurgis_Night_Fever_Episode_0
