,name,type,episodes,members,score_members,rating,genre,dates,url,rating_type
0,Captain Tsubasa: Asu ni Mukatte Hashire!,Movie,1.0,3641.0,1738.0,6.71,"['Action', 'Sports', 'Shounen']",        Mar 1986 - Mar 1986,https://myanimelist.net/anime/2120/Captain_Tsubasa__Asu_ni_Mukatte_Hashire,MAL
1,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi YatsuDragon Ball Z: The World's Strongest,Movie,1.0,81251.0,49994.0,6.7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",        Mar 1990 - Mar 1990,https://myanimelist.net/anime/895/Dragon_Ball_Z_Movie_02__Kono_Yo_de_Ichiban_Tsuyoi_Yatsu,MAL
2,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,ONA,5.0,5662.0,1393.0,6.71,"['Action', 'Sci-Fi', 'Adventure', 'Drama', 'Mecha']",        Jan 2017 - Mar 2017,https://myanimelist.net/anime/34776/Eureka_Seven_AO__One_More_Time_-_Lord_Dont_Slow_Me_Down,MAL
3,Fight Ippatsu! Juuden-chan!!Juden Chan Recharged,TV,12.0,27281.0,11721.0,6.71,"['Ecchi', 'Comedy', 'Sci-Fi', 'Shounen']",        Jun 2009 - Sep 2009,https://myanimelist.net/anime/5973/Fight_Ippatsu_Juuden-chan,MAL
4,God Eater Prologue,Special,1.0,29250.0,14089.0,6.71,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",        Sep 2009 - Sep 2009,https://myanimelist.net/anime/10470/God_Eater_Prologue,MAL
5,Green Legend Ran,OVA,3.0,4808.0,1681.0,6.71,"['Adventure', 'Drama', 'Sci-Fi']",        Nov 1992 - Mar 1993,https://myanimelist.net/anime/1169/Green_Legend_Ran,MAL
6,Hanaukyou Maid-tai OVA,OVA,3.0,8319.0,4043.0,6.71,"['Comedy', 'Ecchi', 'Harem', 'Romance']",        Sep 2001 - Nov 2001,https://myanimelist.net/anime/797/Hanaukyou_Maid-tai_OVA,MAL
7,Happy☆Lesson (TV),TV,13.0,22377.0,9969.0,6.71,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",        Apr 2002 - Jun 2002,https://myanimelist.net/anime/260/Happy☆Lesson_TV,MAL
8,Hataraku Saibou Specials,Special,5.0,9392.0,1524.0,6.71,"['Comedy', 'Parody', 'Shounen']",        Oct 2018 - Feb 2019,https://myanimelist.net/anime/39605/Hataraku_Saibou_Specials,MAL
9,Hibike! Wadaiko,OVA,1.0,624.0,114.0,6.71,"['Drama', 'Kids']",        2004 - 2004,https://myanimelist.net/anime/26111/Hibike_Wadaiko,MAL
10,Hina Logi: From Luck & LogicHina Logic – from Luck & Logic,TV,12.0,21460.0,6207.0,6.71,"['Action', 'Comedy', 'Fantasy', 'School']",        Jul 2017 - Sep 2017,https://myanimelist.net/anime/34834/Hina_Logi__From_Luck___Logic,MAL
11,Hurricane Live! 2032,Special,6.0,1637.0,520.0,6.71,['Music'],        Apr 1988 - Apr 1988,https://myanimelist.net/anime/5043/Hurricane_Live_2032,MAL
12,Ichigo 100%Strawberry 100%,TV,12.0,88792.0,44918.0,6.71,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']",        Apr 2005 - Jun 2005,https://myanimelist.net/anime/248/Ichigo_100,MAL
13,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion,Movie,1.0,1724.0,585.0,6.71,"['Action', 'Horror', 'School', 'Shounen', 'Supernatural']",        Jul 1997 - Jul 1997,https://myanimelist.net/anime/5296/Jigoku_Sensei_Nube__Kyoufu_no_Natsuyasumi_Ayashi_no_Umi_no_Densetsu,MAL
14,Juubee Ninpuuchou: Ryuuhougyoku-henNinja Scroll: The Series,TV,13.0,31112.0,13935.0,6.71,"['Adventure', 'Horror', 'Magic', 'Martial Arts', 'Samurai', 'Shounen', 'Supernatural']",        Apr 2003 - Jul 2003,https://myanimelist.net/anime/618/Juubee_Ninpuuchou__Ryuuhougyoku-hen,MAL
15,Kasei YakyokuNightsong of Splendor,OVA,4.0,1589.0,411.0,6.71,"['Historical', 'Drama', 'Romance']",        Mar 1989 - Sep 1989,https://myanimelist.net/anime/4485/Kasei_Yakyoku,MAL
16,Kyouryuu Boukenki Jura Tripper,TV,39.0,1280.0,374.0,6.71,"['Sci-Fi', 'Adventure', 'Drama', 'Fantasy']",        Apr 1995 - Dec 1995,https://myanimelist.net/anime/2487/Kyouryuu_Boukenki_Jura_Tripper,MAL
17,Mai-Otome Zwei Special,Special,1.0,3075.0,1186.0,6.71,['Magic'],        Mar 2008 - Mar 2008,https://myanimelist.net/anime/6199/Mai-Otome_Zwei_Special,MAL
18,Majokko Megu-chan,TV,72.0,2079.0,451.0,6.71,"['Magic', 'Shoujo']",        Apr 1974 - Sep 1975,https://myanimelist.net/anime/3388/Majokko_Megu-chan,MAL
19,Mezzo DSA,TV,13.0,15866.0,6622.0,6.7,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",        Jan 2004 - Mar 2004,https://myanimelist.net/anime/222/Mezzo_DSA,MAL
20,Mobile Suit Gundam 0083: The Fading Light of ZeonMobile Suit Gundam 0083: The Afterglow Of Zeon,Movie,1.0,6692.0,2437.0,6.71,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",        Aug 1992 - Aug 1992,https://myanimelist.net/anime/2695/Mobile_Suit_Gundam_0083__The_Fading_Light_of_Zeon,MAL
21,Mobile Suit Gundam F91,Movie,1.0,20977.0,11380.0,6.71,"['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",        Mar 1991 - Mar 1991,https://myanimelist.net/anime/88/Mobile_Suit_Gundam_F91,MAL
22,Mobile Suit Gundam NTMobile Suit Gundam Narrative,Movie,1.0,9102.0,3701.0,6.71,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",        Nov 2018 - Nov 2018,https://myanimelist.net/anime/37764/Mobile_Suit_Gundam_NT,MAL
23,Night Wizard,TV,13.0,32589.0,12886.0,6.71,"['Adventure', 'Fantasy', 'Magic', 'Shounen']",        Oct 2007 - Dec 2007,https://myanimelist.net/anime/2970/Night_Wizard,MAL
24,Osomatsu-kun (1988),TV,86.0,3918.0,599.0,6.71,['Comedy'],        Feb 1988 - Dec 1989,https://myanimelist.net/anime/9883/Osomatsu-kun_1988,MAL
25,Osu!! Karate-buGo!! Karate Club,OVA,4.0,1237.0,365.0,6.71,"['Martial Arts', 'School', 'Shounen']",        Oct 1990 - Jul 1992,https://myanimelist.net/anime/6031/Osu_Karate-bu,MAL
26,Pingu in the City,TV,26.0,35247.0,12972.0,6.71,"['Comedy', 'Kids', 'Slice of Life']",        Oct 2017 - Mar 2018,https://myanimelist.net/anime/36259/Pingu_in_the_City,MAL
27,Pokemon: Pichu to PikachuPokemon: Pikachu and Pichu,Movie,1.0,32778.0,19387.0,6.71,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",        Jul 2000 - Jul 2000,https://myanimelist.net/anime/4793/Pokemon__Pichu_to_Pikachu,MAL
28,Project BLUE Chikyuu SOSProject Blue Earth SOS,TV,6.0,2753.0,843.0,6.7,"['Sci-Fi', 'Adventure', 'Comedy', 'Shounen']",        Jul 2006 - Dec 2006,https://myanimelist.net/anime/1247/Project_BLUE_Chikyuu_SOS,MAL
29,Puka Puka Juju,Movie,1.0,4601.0,2454.0,6.71,"['Fantasy', 'Slice of Life']",        Mar 2012 - Mar 2012,https://myanimelist.net/anime/13173/Puka_Puka_Juju,MAL
30,Re:Stage! Dream Days♪,TV,12.0,7045.0,2208.0,6.71,"['Music', 'School', 'Slice of Life']",        Jul 2019 - Sep 2019,https://myanimelist.net/anime/38009/Re_Stage_Dream_Days♪,MAL
31,Recorder to Randoseru Mi☆Recorder and Randsell Mi,TV,12.0,17473.0,9638.0,6.71,"['Comedy', 'School', 'Seinen', 'Slice of Life']",        Jul 2013 - Sep 2013,https://myanimelist.net/anime/18099/Recorder_to_Randoseru_Mi☆,MAL
32,Redline Pilot,Special,1.0,6444.0,2804.0,6.71,"['Cars', 'Sports']",        Jan 2009 - Jan 2009,https://myanimelist.net/anime/11483/Redline_Pilot,MAL
33,Sacred Seven: Shirogane no TsubasaSacred Seven: Wings of the Silver Moon,Movie,1.0,5327.0,1511.0,6.71,"['Action', 'School', 'Sci-Fi', 'Super Power']",        Jan 2012 - Jan 2012,https://myanimelist.net/anime/11635/Sacred_Seven__Shirogane_no_Tsubasa,MAL
34,Sensei no Ojikan: Doki Doki School HoursTeacher's Time,TV,13.0,6706.0,2418.0,6.7,"['Comedy', 'Slice of Life']",        Apr 2004 - Jun 2004,https://myanimelist.net/anime/533/Sensei_no_Ojikan__Doki_Doki_School_Hours,MAL
35,Stella no Mahou Specials,Special,2.0,3667.0,1590.0,6.71,"['Comedy', 'School', 'Slice of Life']",        Feb 2017 - Mar 2017,https://myanimelist.net/anime/35522/Stella_no_Mahou_Specials,MAL
36,Taiyou no Yuusha FighbirdBrave of the Sun Fighbird,TV,48.0,2179.0,330.0,6.71,"['Action', 'Mecha', 'Sci-Fi']",        Feb 1991 - Feb 1992,https://myanimelist.net/anime/4532/Taiyou_no_Yuusha_Fighbird,MAL
37,Teekyuu 7Teekyu 7,TV,12.0,12115.0,6406.0,6.71,"['Comedy', 'Shounen', 'Sports']",        Jan 2016 - Mar 2016,https://myanimelist.net/anime/32228/Teekyuu_7,MAL
38,Tenshi no 3P!Angel's 3Piece!,TV,12.0,44070.0,15440.0,6.71,"['Music', 'School', 'Slice of Life']",        Jul 2017 - Sep 2017,https://myanimelist.net/anime/34177/Tenshi_no_3P,MAL
39,Tetsujin 28-gou (1980)The New Adventures of Gigantor,TV,51.0,1373.0,429.0,6.71,"['Action', 'Mecha']",        Oct 1980 - Sep 1981,https://myanimelist.net/anime/4208/Tetsujin_28-gou_1980,MAL
40,ViVid Strike! Specials,Special,3.0,5674.0,2030.0,6.71,"['Action', 'Drama', 'Magic', 'Martial Arts']",        Jan 2017 - Mar 2017,https://myanimelist.net/anime/34812/ViVid_Strike_Specials,MAL
41,Aachi wa SsipakAachi and Ssipak,Movie,1.0,8016.0,3827.0,6.7,"['Action', 'Comedy']",        Jun 2006 - Jun 2006,https://myanimelist.net/anime/2884/Aachi_wa_Ssipak,MAL
42,Accel World: Infinite∞Burst,Movie,1.0,52286.0,19662.0,6.7,"['Action', 'Game', 'Sci-Fi', 'Romance', 'School']",        Jul 2016 - Jul 2016,https://myanimelist.net/anime/31763/Accel_World__Infinite∞Burst,MAL
43,Amaenaide yo!!: Yasumanaide yo!!Ah! My Buddha Special,Special,1.0,12762.0,6819.0,6.7,"['Ecchi', 'Comedy', 'Romance', 'Supernatural']",        Dec 2005 - Dec 2005,https://myanimelist.net/anime/1749/Amaenaide_yo__Yasumanaide_yo,MAL
44,Asobi ni Iku yo!Cat Planet Cuties,TV,12.0,148021.0,69140.0,6.7,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",        Jul 2010 - Sep 2010,https://myanimelist.net/anime/6166/Asobi_ni_Iku_yo,MAL
45,C³C³ - CubexCursedxCurious,TV,12.0,145957.0,66452.0,6.7,"['Action', 'Comedy', 'Ecchi', 'School', 'Supernatural']",        Oct 2011 - Dec 2011,https://myanimelist.net/anime/10578/C³,MAL
46,Chou Denji Robo Combattler V,TV,54.0,2313.0,707.0,6.7,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",        Apr 1976 - May 1977,https://myanimelist.net/anime/1068/Chou_Denji_Robo_Combattler_V,MAL
47,Devilman LadyThe Devil Lady,TV,26.0,15780.0,3964.0,6.7,"['Action', 'Psychological', 'Drama', 'Horror']",        Oct 1998 - May 1999,https://myanimelist.net/anime/1629/Devilman_Lady,MAL
48,Digimon Universe: Appli MonstersDigimon Universe App Monsters,TV,52.0,9893.0,2781.0,6.7,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",        Oct 2016 - Sep 2017,https://myanimelist.net/anime/33314/Digimon_Universe__Appli_Monsters,MAL
49,Fate/Zero: Onegai! Einzbern SoudanshitsuFate/Zero: Please! Einzbern Counseling Room,Special,6.0,28524.0,12412.0,6.7,['Comedy'],        Mar 2012 - Sep 2012,https://myanimelist.net/anime/13263/Fate_Zero__Onegai_Einzbern_Soudanshitsu,MAL
50,Mobile Suit Gundam SEED,TV,50.0,130610.0,73998.0,7.81,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",        Oct 2002 - Sep 2003,https://myanimelist.net/anime/93/Mobile_Suit_Gundam_SEED,MAL
51,New Game!!,TV,12.0,170499.0,83195.0,7.82,"['Game', 'Slice of Life', 'Comedy']",        Jul 2017 - Sep 2017,https://myanimelist.net/anime/34914/New_Game,MAL
52,New Initial D Movie: Legend 2 - TousouInitial D Legend 2 Racer,Movie,1.0,14735.0,6771.0,7.82,"['Cars', 'Seinen', 'Sports']",        May 2015 - May 2015,https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou,MAL
53,Noragami OVA,OVA,2.0,214349.0,122198.0,7.82,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",        Feb 2014 - Jul 2014,https://myanimelist.net/anime/20767/Noragami_OVA,MAL
54,Saint SeiyaSaint Seiya: Knights of the Zodiac,TV,114.0,128426.0,66434.0,7.82,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",        Oct 1986 - Apr 1989,https://myanimelist.net/anime/1254/Saint_Seiya,MAL
55,Seitokai Yakuindomo OVA,OVA,8.0,97497.0,50039.0,7.82,"['Comedy', 'School', 'Shounen', 'Slice of Life']",        Apr 2011 - Oct 2013,https://myanimelist.net/anime/10119/Seitokai_Yakuindomo_OVA,MAL
56,Shokugeki no Souma: Shin no SaraFood Wars! The Fourth Plate,TV,12.0,223578.0,100531.0,7.82,"['Ecchi', 'School', 'Shounen']",        Oct 2019 - Dec 2019,https://myanimelist.net/anime/39940/Shokugeki_no_Souma__Shin_no_Sara,MAL
57,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2.0,31854.0,13187.0,7.82,"['Comedy', 'Parody', 'School', 'Shounen']",        Nov 2009 - Feb 2010,https://myanimelist.net/anime/7044/Zan_Sayonara_Zetsubou_Sensei_Bangaichi,MAL
58,Bleach,TV,366.0,1088828.0,557735.0,7.81,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",        Oct 2004 - Mar 2012,https://myanimelist.net/anime/269/Bleach,MAL
59,"Chuunibyou demo Koi ga Shitai!Love, Chunibyo & Other Delusions!",TV,12.0,771877.0,437975.0,7.81,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']",        Oct 2012 - Dec 2012,https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai,MAL
60,Detective Conan OVA 10: Kid in Trap Island,OVA,1.0,13009.0,6339.0,7.81,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",        Apr 2010 - Apr 2010,https://myanimelist.net/anime/8609/Detective_Conan_OVA_10__Kid_in_Trap_Island,MAL
61,Gochuumon wa Usagi Desu ka??: Dear My SisterIs the order a rabbit?? Dear My Sister,Movie,1.0,22777.0,7673.0,7.81,"['Slice of Life', 'Comedy']",        Nov 2017 - Nov 2017,https://myanimelist.net/anime/33280/Gochuumon_wa_Usagi_Desu_ka__Dear_My_Sister,MAL
62,Hadashi no GenBarefoot Gen,Movie,1.0,31525.0,12371.0,7.81,"['Drama', 'Historical']",        Jul 1983 - Jul 1983,https://myanimelist.net/anime/1824/Hadashi_no_Gen,MAL
63,Haikyuu!!: Riku vs. Kuu,OVA,2.0,78390.0,39960.0,7.81,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",        Jan 2020 - Jan 2020,https://myanimelist.net/anime/40262/Haikyuu__Riku_vs_Kuu,MAL
64,Hello World,Movie,1.0,50862.0,15903.0,7.81,['Sci-Fi'],        Sep 2019 - Sep 2019,https://myanimelist.net/anime/38816/Hello_World,MAL
65,Hidamari Sketch x SP,Special,2.0,11523.0,5585.0,7.81,"['Slice of Life', 'Comedy', 'School', 'Seinen']",        Oct 2011 - Nov 2011,https://myanimelist.net/anime/11237/Hidamari_Sketch_x_SP,MAL
66,Hoozuki no ReitetsuHozuki's Coolheadedness,TV,13.0,93607.0,31659.0,7.81,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']",        Jan 2014 - Apr 2014,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu,MAL
67,InuYasha Movie 3: Tenka Hadou no KenInuYasha the Movie 3: Swords of an Honorable Ruler,Movie,1.0,72000.0,39880.0,7.81,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']",        Dec 2003 - Dec 2003,https://myanimelist.net/anime/451/InuYasha_Movie_3__Tenka_Hadou_no_Ken,MAL
68,Jinrui wa Suitai ShimashitaHumanity Has Declined,TV,12.0,145545.0,47978.0,7.81,"['Comedy', 'Fantasy', 'Seinen']",        Jul 2012 - Sep 2012,https://myanimelist.net/anime/10357/Jinrui_wa_Suitai_Shimashita,MAL
69,Kyoukai no KanataBeyond the Boundary,TV,12.0,708763.0,348534.0,7.81,"['Slice of Life', 'Supernatural', 'Fantasy']",        Oct 2013 - Dec 2013,https://myanimelist.net/anime/18153/Kyoukai_no_Kanata,MAL
70,Lupin III vs. Detective Conan,Special,1.0,23940.0,12869.0,7.81,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']",        Mar 2009 - Mar 2009,https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan,MAL
71,New Initial D Movie: Legend 1 - KakuseiInitial D Legend 1 Awakening,Movie,1.0,19361.0,9121.0,7.81,"['Action', 'Cars', 'Seinen', 'Sports']",        Aug 2014 - Aug 2014,https://myanimelist.net/anime/19613/New_Initial_D_Movie__Legend_1_-_Kakusei,MAL
72,Seto no HanayomeMy Bride is a Mermaid,TV,26.0,245583.0,106847.0,7.81,"['Comedy', 'Parody', 'Romance', 'School', 'Shounen']",        Apr 2007 - Oct 2007,https://myanimelist.net/anime/2104/Seto_no_Hanayome,MAL
73,Sidonia no Kishi: Daikyuu Wakusei SenekiKnights of Sidonia: Battle for Planet Nine,TV,12.0,94669.0,50961.0,7.81,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'Seinen']",        Apr 2015 - Jun 2015,https://myanimelist.net/anime/24893/Sidonia_no_Kishi__Daikyuu_Wakusei_Seneki,MAL
74,Tegamibachi ReverseTegami Bachi: Letter Bee Reverse,TV,25.0,50047.0,21651.0,7.81,"['Adventure', 'Supernatural', 'Fantasy', 'Shounen']",        Oct 2010 - Mar 2011,https://myanimelist.net/anime/8311/Tegamibachi_Reverse,MAL
75,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1.0,10083.0,3920.0,7.81,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",        Dec 2014 - Dec 2014,https://myanimelist.net/anime/23249/Uchuu_Senkan_Yamato_2199__Hoshimeguru_Hakobune,MAL
76,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1.0,11076.0,4971.0,7.81,"['Action', 'Adventure', 'Comedy', 'Romance', 'Drama', 'Sci-Fi']",        Feb 1984 - Feb 1984,https://myanimelist.net/anime/1921/Urusei_Yatsura_Movie_2__Beautiful_Dreamer,MAL
77,"Yesterday wo UtatteSing ""Yesterday"" for Me",TV,18.0,129934.0,21456.0,7.79,"['Slice of Life', 'Drama', 'Romance', 'Seinen']",        Apr 2020 - ,https://myanimelist.net/anime/39710/Yesterday_wo_Utatte,MAL
78,Yuru Yuri Nachuyachumi!+,Special,2.0,39946.0,21198.0,7.81,"['Slice of Life', 'Comedy', 'Shoujo Ai']",        Aug 2015 - Sep 2015,https://myanimelist.net/anime/30902/Yuru_Yuri_Nachuyachumi_,MAL
79,Berserk: Ougon Jidai-hen I - Haou no TamagoBerserk: The Golden Age Arc I - The Egg of the King,Movie,1.0,143922.0,93096.0,7.8,"['Action', 'Military', 'Adventure', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']",        Feb 2012 - Feb 2012,https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago,MAL
80,City Hunter '91,TV,13.0,12331.0,5290.0,7.79,"['Action', 'Comedy', 'Mystery', 'Shounen']",        Apr 1991 - Oct 1991,https://myanimelist.net/anime/1473/City_Hunter_91,MAL
81,Claymore,TV,26.0,493220.0,243850.0,7.8,"['Action', 'Adventure', 'Super Power', 'Demons', 'Supernatural', 'Fantasy', 'Shounen']",        Apr 2007 - Sep 2007,https://myanimelist.net/anime/1818/Claymore,MAL
82,D.Gray-man Hallow,TV,13.0,139743.0,55361.0,7.8,"['Action', 'Adventure', 'Super Power', 'Demons', 'Shounen']",        Jul 2016 - Sep 2016,https://myanimelist.net/anime/32370/DGray-man_Hallow,MAL
83,Densetsu Kyojin Ideon: Hatsudou-henThe Ideon: Be Invoked,Movie,1.0,5666.0,2095.0,7.8,"['Sci-Fi', 'Space', 'Drama', 'Mecha']",        Jul 1982 - Jul 1982,https://myanimelist.net/anime/2761/Densetsu_Kyojin_Ideon__Hatsudou-hen,MAL
84,Final Fantasy VII: Advent Children,Movie,1.0,181255.0,125029.0,7.79,"['Action', 'Super Power', 'Fantasy']",        Sep 2005 - Sep 2005,https://myanimelist.net/anime/317/Final_Fantasy_VII__Advent_Children,MAL
85,"Gate: Jieitai Kanochi nite, Kaku TatakaeriGATE",TV,12.0,517168.0,288370.0,7.8,"['Action', 'Adventure', 'Fantasy', 'Military']",        Jul 2015 - Sep 2015,https://myanimelist.net/anime/28907/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri,MAL
86,Hanasakeru Seishounen,TV,39.0,52682.0,19256.0,7.8,"['Drama', 'Romance', 'Shoujo']",        Apr 2009 - Feb 2010,https://myanimelist.net/anime/5835/Hanasakeru_Seishounen,MAL
87,Hybrid Child,OVA,4.0,52246.0,25316.0,7.8,"['Drama', 'Historical', 'Romance', 'Sci-Fi', 'Shounen Ai']",        Oct 2014 - Jan 2015,https://myanimelist.net/anime/11135/Hybrid_Child,MAL
88,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,Movie,1.0,42662.0,19770.0,7.8,"['Adventure', 'Drama', 'Fantasy']",        Feb 2005 - Feb 2005,https://myanimelist.net/anime/1379/Kino_no_Tabi__The_Beautiful_World_-_Nanika_wo_Suru_Tame_ni_-_Life_Goes_On,MAL
89,Mind Game,Movie,1.0,54784.0,21651.0,7.8,"['Adventure', 'Comedy', 'Dementia', 'Psychological', 'Romance']",        Aug 2004 - Aug 2004,https://myanimelist.net/anime/875/Mind_Game,MAL
90,Mobile Suit Gundam,TV,43.0,86695.0,36947.0,7.8,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",        Apr 1979 - Jan 1980,https://myanimelist.net/anime/80/Mobile_Suit_Gundam,MAL
91,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...My Next Life as a Villainess: All Routes Lead to Doom!,TV,12.0,123557.0,26144.0,7.79,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'School']",        Apr 2020 - ,https://myanimelist.net/anime/38555/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta,MAL
92,Owarimonogatari 2nd Season RecapsOwarimonogatari Second Season Recaps,Special,2.0,12823.0,3715.0,7.8,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",        Aug 2017 - Aug 2017,https://myanimelist.net/anime/36796/Owarimonogatari_2nd_Season_Recaps,MAL
93,Pokemon: The OriginPokémon: Origins,Special,4.0,157703.0,106552.0,7.8,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",        Oct 2013 - Oct 2013,https://myanimelist.net/anime/20159/Pokemon__The_Origin,MAL
94,The Disappearance of Conan Edogawa: The Worst Two Days in History,Special,1.0,8416.0,4268.0,7.8,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",        Dec 2014 - Dec 2014,https://myanimelist.net/anime/21867/The_Disappearance_of_Conan_Edogawa__The_Worst_Two_Days_in_History,MAL
95,The Last: Naruto the Movie,Movie,1.0,255165.0,162954.0,7.8,"['Action', 'Super Power', 'Romance', 'Martial Arts', 'Shounen']",        Dec 2014 - Dec 2014,https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie,MAL
96,Zhen Hun JieRakshasa Street,ONA,24.0,15179.0,3689.0,7.8,"['Action', 'Supernatural']",        Apr 2016 - Oct 2016,https://myanimelist.net/anime/33350/Zhen_Hun_Jie,MAL
97,Asagao to Kase-san.,OVA,1.0,39040.0,15700.0,7.79,"['Romance', 'School', 'Shoujo Ai']",        Jun 2018 - Jun 2018,https://myanimelist.net/anime/36214/Asagao_to_Kase-san,MAL
98,Bungou Stray DogsBungo Stray Dogs,TV,12.0,573072.0,276256.0,7.79,"['Action', 'Comedy', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",        Apr 2016 - Jun 2016,https://myanimelist.net/anime/31478/Bungou_Stray_Dogs,MAL
99,Detective Conan Movie 22: Zero The EnforcerDetective Conan: Zero the Enforcer,Movie,1.0,13332.0,6270.0,7.79,"['Action', 'Drama', 'Mystery', 'Police']",        Apr 2018 - Apr 2018,https://myanimelist.net/anime/35798/Detective_Conan_Movie_22__Zero_The_Enforcer,MAL
150,Paris no Isabelle,TV,13.0,639.0,137.0,5.94,"['Historical', 'Drama']",        Apr 1979 - Jul 1979,https://myanimelist.net/anime/3879/Paris_no_Isabelle,MAL
151,Pia Carrot e Youkoso!!: Sayaka no Koi MonogatariWelcome to Pia Carrot! Sayaka's Love Story,Movie,1.0,2310.0,946.0,5.94,"['Comedy', 'Romance']",        Oct 2002 - Oct 2002,https://myanimelist.net/anime/216/Pia_Carrot_e_Youkoso__Sayaka_no_Koi_Monogatari,MAL
152,Rescue Me!,OVA,1.0,22710.0,11678.0,5.94,"['Ecchi', 'Harem', 'Romance']",        Jun 2013 - Jun 2013,https://myanimelist.net/anime/18039/Rescue_Me,MAL
153,The iDOLM@STER Million Live! 1st Anniversary PV,Special,1.0,2535.0,707.0,5.94,['Drama'],        Feb 2014 - Feb 2014,https://myanimelist.net/anime/29801/The_iDOLMSTER_Million_Live_1st_Anniversary_PV,MAL
154,Toji no Miko: Kizamishi Issen no Tomoshibi,ONA,2.0,1607.0,186.0,5.94,"['Action', 'Comedy']",        Jan 2018 - Feb 2018,https://myanimelist.net/anime/37318/Toji_no_Miko__Kizamishi_Issen_no_Tomoshibi,MAL
155,Transformers Superlink Special,Special,1.0,679.0,248.0,5.94,"['Sci-Fi', 'Adventure', 'Kids', 'Mecha', 'Shounen']",        Nov 2004 - Nov 2004,https://myanimelist.net/anime/9528/Transformers_Superlink_Special,MAL
156,Visions of Frank: Short Films by Japan's Most Audacious AnimatorsVisions of Frank,OVA,9.0,503.0,178.0,5.94,['Dementia'],        Nov 2005 - Nov 2005,https://myanimelist.net/anime/8928/Visions_of_Frank__Short_Films_by_Japans_Most_Audacious_Animators,MAL
157,Yume Oukoku to Nemureru 100-nin no Ouji-sama100 Sleeping Princes and the Kingdom of Dreams,TV,12.0,12634.0,2674.0,5.94,"['Adventure', 'Fantasy']",        Jul 2018 - Sep 2018,https://myanimelist.net/anime/33966/Yume_Oukoku_to_Nemureru_100-nin_no_Ouji-sama,MAL
