,name,type,episodes,members,score_members,rating,genre,dates,url,rating_type
9713,Otogi Juushi AkazukinFairy Musketeers,TV,39.0,5619.0,1177.0,6.96,"['Adventure', 'Comedy', 'Fantasy']",        Jul 2006 - Mar 2007,https://myanimelist.net/anime/607/Otogi_Juushi_Akazukin,MAL
9714,Pandane to Tamago-himeMr. Dough and the Egg Princess,Movie,1.0,3808.0,1369.0,6.97,"['Adventure', 'Fantasy']",        Nov 2010 - Nov 2010,https://myanimelist.net/anime/9798/Pandane_to_Tamago-hime,MAL
9715,Persona 5 the Animation TV Specials,Special,2.0,17965.0,9171.0,6.97,"['Action', 'Supernatural', 'Fantasy', 'School']",        Dec 2018 - Mar 2019,https://myanimelist.net/anime/38431/Persona_5_the_Animation_TV_Specials,MAL
9716,Pita TenPita-Ten,TV,26.0,19481.0,8426.0,6.96,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",        Apr 2002 - Sep 2002,https://myanimelist.net/anime/162/Pita_Ten,MAL
9717,Pokemon Movie 04: Celebi Toki wo Koeta DeaiPokemon 4Ever,Movie,1.0,100393.0,63728.0,6.96,"['Adventure', 'Comedy', 'Kids', 'Drama', 'Fantasy']",        Jul 2001 - Jul 2001,https://myanimelist.net/anime/1119/Pokemon_Movie_04__Celebi_Toki_wo_Koeta_Deai,MAL
9718,PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,Movie,1.0,1344.0,411.0,6.97,"['Music', 'Slice of Life', 'School', 'Shoujo']",        Mar 2016 - Mar 2016,https://myanimelist.net/anime/31919/PriPara_Movie__Minna_no_Akogare♪_Lets_Go☆Prix_Paris,MAL
9719,Sola Specials,Special,2.0,13954.0,7832.0,6.97,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",        Sep 2007 - Oct 2007,https://myanimelist.net/anime/3174/Sola_Specials,MAL
9720,Soukou Kihei Votoms: Kakuyaku taru Itan,OVA,5.0,2639.0,1116.0,6.97,"['Drama', 'Mecha', 'Military', 'Sci-Fi']",        Mar 1994 - Nov 1994,https://myanimelist.net/anime/2586/Soukou_Kihei_Votoms__Kakuyaku_taru_Itan,MAL
9721,Stop!! Hibari-kun!,TV,35.0,4314.0,614.0,6.97,"['Comedy', 'Shounen']",        May 1983 - Jan 1984,https://myanimelist.net/anime/3332/Stop_Hibari-kun,MAL
9722,Sumomomo Momomo: Chijou Saikyou no Yome Specials,Special,2.0,9604.0,4776.0,6.97,"['Comedy', 'Ecchi', 'Martial Arts', 'Romance']",        Sep 2007 - Sep 2007,https://myanimelist.net/anime/3419/Sumomomo_Momomo__Chijou_Saikyou_no_Yome_Specials,MAL
9723,Switch,OVA,2.0,22949.0,9539.0,6.97,"['Action', 'Mystery', 'Police']",        Oct 2008 - Feb 2009,https://myanimelist.net/anime/3574/Switch,MAL
9724,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Special,1.0,14178.0,5811.0,6.97,['Comedy'],        Sep 2017 - Sep 2017,https://myanimelist.net/anime/36439/Sword_Art_Online_Movie__Ordinal_Scale_-_Sword_Art_Offline,MAL
9725,Taimadou Gakuen 35 Shiken ShoutaiAntiMagic Academy 35th Test Platoon,TV,12.0,206569.0,98888.0,6.97,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']",        Oct 2015 - Dec 2015,https://myanimelist.net/anime/24133/Taimadou_Gakuen_35_Shiken_Shoutai,MAL
9726,Tengen Toppa Gurren Lagann: Parallel Works 2,Music,7.0,18487.0,8393.0,6.97,"['Mecha', 'Music']",        May 2010 - May 2010,https://myanimelist.net/anime/8348/Tengen_Toppa_Gurren_Lagann__Parallel_Works_2,MAL
9727,Tennis no Ouji-sama: The Band of Princes Film Kick the Future,Music,1.0,4576.0,2019.0,6.97,"['Action', 'Music']",        Dec 2003 - Dec 2003,https://myanimelist.net/anime/6749/Tennis_no_Ouji-sama__The_Band_of_Princes_Film_Kick_the_Future,MAL
9728,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,TV,12.0,3320.0,1026.0,6.97,"['Parody', 'School', 'Slice of Life']",        Apr 2015 - Jun 2015,https://myanimelist.net/anime/28835/Tesagure_Bukatsumono_Spin-off_Purupurun_Sharumu_to_Asobou,MAL
9729,Touch: Cross Road - Kaze no Yukue,Special,1.0,2425.0,1192.0,6.97,"['Romance', 'Shounen', 'Sports']",        Feb 2001 - Feb 2001,https://myanimelist.net/anime/1539/Touch__Cross_Road_-_Kaze_no_Yukue,MAL
9730,Yowamushi Pedal: Re:Generation,Movie,1.0,3585.0,505.0,6.97,"['Comedy', 'Sports', 'Drama', 'Shounen']",        Oct 2017 - Oct 2017,https://myanimelist.net/anime/35880/Yowamushi_Pedal__Re_Generation,MAL
9731,Zero no Tsukaima: Princesses no Rondo Picture Drama,Special,7.0,37625.0,16629.0,6.97,"['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School']",        Sep 2008 - Mar 2009,https://myanimelist.net/anime/6489/Zero_no_Tsukaima__Princesses_no_Rondo_Picture_Drama,MAL
9732,"Zone of the Enders: Dolores, IZone of the Enders: Dolores",TV,26.0,9487.0,3221.0,6.97,"['Action', 'Adventure', 'Space', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",        Apr 2001 - Sep 2001,https://myanimelist.net/anime/1249/Zone_of_the_Enders__Dolores_I,MAL
9733,Ai Yori Aoshi: Enishi - Miyuki,Special,1.0,15402.0,8265.0,6.96,"['Comedy', 'Drama', 'Romance']",        Dec 2003 - Dec 2003,https://myanimelist.net/anime/3266/Ai_Yori_Aoshi__Enishi_-_Miyuki,MAL
9734,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,Movie,1.0,2363.0,796.0,6.96,"['Music', 'Shoujo']",        Aug 2015 - Aug 2015,https://myanimelist.net/anime/30845/Aikatsu_Music_Award__Minna_de_Shou_wo_MoracchaimaShow,MAL
9735,Babylon,TV,12.0,86793.0,26777.0,6.96,"['Mystery', 'Psychological', 'Thriller']",        Oct 2019 - Jan 2020,https://myanimelist.net/anime/37525/Babylon,MAL
9736,Buki yo SarabaA Farewell to Arms,Movie,1.0,8375.0,3344.0,6.96,"['Action', 'Drama', 'Sci-Fi']",        Jul 2013 - Jul 2013,https://myanimelist.net/anime/17677/Buki_yo_Saraba,MAL
9737,Cardfight!! Vanguard (2018),TV,52.0,5931.0,1649.0,6.96,"['Action', 'Game', 'Shounen']",        May 2018 - May 2019,https://myanimelist.net/anime/37476/Cardfight_Vanguard_2018,MAL
9738,Cobra The Animation: Time Drive,OVA,2.0,3218.0,1472.0,6.96,"['Action', 'Adventure', 'Space', 'Sci-Fi']",        Apr 2009 - Jun 2009,https://myanimelist.net/anime/5031/Cobra_The_Animation__Time_Drive,MAL
9739,Dennou Boukenki WebdiverBrain Adventure Record Webdiver,TV,52.0,1709.0,615.0,6.96,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",        Apr 2001 - Mar 2002,https://myanimelist.net/anime/3561/Dennou_Boukenki_Webdiver,MAL
9740,Densetsu Kyojin IdeonSpace Runaway Ideon,TV,39.0,10556.0,2196.0,6.96,"['Sci-Fi', 'Space', 'Drama', 'Mecha']",        May 1980 - Jan 1981,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon,MAL
9741,Dominion,OVA,4.0,12477.0,5625.0,6.96,"['Sci-Fi', 'Comedy', 'Police', 'Mecha']",        May 1988 - Aug 1989,https://myanimelist.net/anime/1151/Dominion,MAL
9742,Futari wa Precure: Max HeartPretty Cure Max Heart,TV,47.0,11821.0,4952.0,6.96,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']",        Feb 2005 - Jan 2006,https://myanimelist.net/anime/1929/Futari_wa_Precure__Max_Heart,MAL
9743,Generator Gawl,TV,12.0,7826.0,2871.0,6.95,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen']",        Oct 1998 - Dec 1998,https://myanimelist.net/anime/1022/Generator_Gawl,MAL
9744,Hotori: Tada Saiwai wo Koinegau,Movie,1.0,5141.0,1764.0,6.96,"['Drama', 'Sci-Fi']",        Aug 2005 - Aug 2005,https://myanimelist.net/anime/475/Hotori__Tada_Saiwai_wo_Koinegau,MAL
9745,Iron KidEon Kid,TV,26.0,2766.0,1499.0,6.96,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",        Apr 2006 - Sep 2006,https://myanimelist.net/anime/20945/Iron_Kid,MAL
9746,Jungle Book Shounen MowgliThe Jungle Book,TV,52.0,4935.0,2613.0,6.96,"['Adventure', 'Drama']",        Oct 1989 - Oct 1990,https://myanimelist.net/anime/2569/Jungle_Book_Shounen_Mowgli,MAL
9747,Kurozuka,TV,12.0,76727.0,26341.0,6.96,"['Action', 'Drama', 'Historical', 'Horror', 'Romance', 'Sci-Fi', 'Vampire']",        Oct 2008 - Dec 2008,https://myanimelist.net/anime/5039/Kurozuka,MAL
9748,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,Special,1.0,4322.0,1338.0,6.96,['Comedy'],        Jul 2014 - Jul 2014,https://myanimelist.net/anime/30896/Love_Live_School_Idol_Project__μs_→NEXT_LoveLive_2014_-_Endless_Parade_Encore_Animation,MAL
9749,Mudazumo Naki Kaikaku: The Legend of Koizumi,OVA,3.0,11348.0,5407.0,6.96,"['Comedy', 'Game', 'Parody', 'Seinen']",        Feb 2010 - Feb 2010,https://myanimelist.net/anime/6946/Mudazumo_Naki_Kaikaku__The_Legend_of_Koizumi,MAL
9750,No Guns Life,TV,12.0,112173.0,34301.0,6.96,"['Action', 'Sci-Fi', 'Drama', 'Seinen']",        Oct 2019 - Dec 2019,https://myanimelist.net/anime/39539/No_Guns_Life,MAL
9751,Onegai! Samia Don,TV,39.0,743.0,254.0,6.96,"['Slice of Life', 'Comedy', 'Kids', 'Magic', 'Fantasy']",        Apr 1985 - Feb 1986,https://myanimelist.net/anime/2805/Onegai_Samia_Don,MAL
9752,Persona 5 the Animation Specials,Special,2.0,6612.0,1698.0,6.96,"['Slice of Life', 'Comedy']",        May 2019 - Jun 2019,https://myanimelist.net/anime/39591/Persona_5_the_Animation_Specials,MAL
9753,Pokemon 3D Adventure 2: Pikachu no Kaitei DaiboukenPokemon 4D: Pikachu's Ocean Adventure,Movie,1.0,7563.0,2973.0,6.96,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",        May 2006 - May 2006,https://myanimelist.net/anime/11009/Pokemon_3D_Adventure_2__Pikachu_no_Kaitei_Daibouken,MAL
9754,Pokemon Movie 13: Genei no Hasha ZoroarkPokemon: Zoroark: Master of Illusions,Movie,1.0,44345.0,26211.0,6.96,"['Action', 'Adventure', 'Fantasy', 'Kids']",        Jul 2010 - Jul 2010,https://myanimelist.net/anime/7695/Pokemon_Movie_13__Genei_no_Hasha_Zoroark,MAL
9755,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,OVA,1.0,1783.0,576.0,6.96,"['Fantasy', 'Magic', 'Music', 'Shoujo']",        Nov 2011 - Nov 2011,https://myanimelist.net/anime/11569/Precure_All_Stars_DX_the_Dance_Live♥__Miracle_Dance_Stage_e_Youkoso,MAL
9756,Rockman.EXEMegaMan NT Warrior,TV,56.0,28921.0,14297.0,6.96,"['Action', 'Game', 'Sci-Fi', 'Adventure', 'Comedy', 'Mecha', 'Shounen']",        Mar 2002 - Mar 2003,https://myanimelist.net/anime/1710/RockmanEXE,MAL
9907,Glasslip,TV,13.0,134316.0,63098.0,5.48,"['Romance', 'Slice of Life', 'Supernatural']",        Jul 2014 - Sep 2014,https://myanimelist.net/anime/23079/Glasslip,MAL
9908,Ikeike! Momon-chan,TV,15.0,650.0,317.0,5.48,['Comedy'],        Nov 2012 - Mar 2013,https://myanimelist.net/anime/18133/Ikeike_Momon-chan,MAL
9909,Kanojo ga Kanji wo Suki na Riyuu.,ONA,2.0,1395.0,533.0,5.48,"['School', 'Slice of Life']",        Sep 2015 - Oct 2015,https://myanimelist.net/anime/31618/Kanojo_ga_Kanji_wo_Suki_na_Riyuu,MAL
9910,Katsura HimePrincess Katsura,Movie,1.0,400.0,203.0,5.48,"['Action', 'Comedy']",        1937 - 1937,https://myanimelist.net/anime/28419/Katsura_Hime,MAL
9911,Kimi ga Nozomu Eien: Gundam Parody,Special,1.0,5373.0,2071.0,5.48,"['Mecha', 'Parody', 'Sci-Fi', 'Space']",        Jun 2004 - Jun 2004,https://myanimelist.net/anime/9170/Kimi_ga_Nozomu_Eien__Gundam_Parody,MAL
9912,Organic,ONA,1.0,294.0,125.0,5.48,['Comedy'],        Oct 2009 - Oct 2009,https://myanimelist.net/anime/13519/Organic,MAL
9913,Pepsi Nex x 009 Re:Cyborg,Movie,3.0,524.0,165.0,5.48,"['Action', 'Comedy']",        2011 - 2013,https://myanimelist.net/anime/32736/Pepsi_Nex_x_009_Re_Cyborg,MAL
9914,Prism,Music,1.0,467.0,262.0,5.48,['Music'],        Feb 2018 - Feb 2018,https://myanimelist.net/anime/37357/Prism,MAL
9915,Si Ling Bianma: Zhi Shijie Caozong ZheOrder Designer,ONA,12.0,1556.0,285.0,5.48,"['Game', 'Mystery', 'Parody', 'Horror', 'Psychological', 'Fantasy']",        Dec 2013 - Jun 2014,https://myanimelist.net/anime/33508/Si_Ling_Bianma__Zhi_Shijie_Caozong_Zhe,MAL
9916,SOS TV Walpurgis Night Fever Episode 0,Special,1.0,732.0,334.0,5.48,"['Comedy', 'Sci-Fi']",        Apr 2010 - Apr 2010,https://myanimelist.net/anime/8710/SOS_TV_Walpurgis_Night_Fever_Episode_0,MAL
9917,Tatamp,Movie,1.0,457.0,227.0,5.48,['Music'],        2011 - 2011,https://myanimelist.net/anime/25461/Tatamp,MAL
9918,Techno Police 21CTechno Police,Movie,1.0,966.0,398.0,5.48,"['Action', 'Police', 'Mecha', 'Sci-Fi']",        Aug 1982 - Aug 1982,https://myanimelist.net/anime/5090/Techno_Police_21C,MAL
9919,Top wo Nerae 2! Kagaku Kouza,Special,3.0,1351.0,308.0,5.48,['Sci-Fi'],        Jun 2012 - Jun 2012,https://myanimelist.net/anime/20547/Top_wo_Nerae_2_Kagaku_Kouza,MAL
9920,Wake up!! Tamala,Movie,1.0,565.0,226.0,5.48,"['Fantasy', 'Psychological']",        Oct 2010 - Oct 2010,https://myanimelist.net/anime/31476/Wake_up_Tamala,MAL
9921,Wonderland to Hitsuji no Uta,Music,1.0,278.0,136.0,5.48,['Music'],        Jul 2010 - Jul 2010,https://myanimelist.net/anime/36170/Wonderland_to_Hitsuji_no_Uta,MAL
9922,Ai Uta: Since 2007,Music,1.0,395.0,199.0,5.47,['Music'],        Dec 2016 - Dec 2016,https://myanimelist.net/anime/34656/Ai_Uta__Since_2007,MAL
9923,Cutie Honey Universe,TV,12.0,14600.0,3010.0,5.47,"['Action', 'Comedy', 'Magic', 'Romance', 'Sci-Fi', 'Shounen']",        Apr 2018 - Jun 2018,https://myanimelist.net/anime/36976/Cutie_Honey_Universe,MAL
9924,Hakyuu Houshin EngiHakyu Hoshin Engi,TV,23.0,16534.0,2676.0,5.47,"['Adventure', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",        Jan 2018 - Jun 2018,https://myanimelist.net/anime/36029/Hakyuu_Houshin_Engi,MAL
9925,Hungry Zombie Francesca!!,Music,2.0,488.0,174.0,5.47,"['Music', 'Fantasy']",        Mar 2013 - Jun 2013,https://myanimelist.net/anime/33578/Hungry_Zombie_Francesca,MAL
9926,Hyakka ZukanJapanese-English Pictionary,Movie,1.0,679.0,331.0,5.47,['Comedy'],        1989 - 1989,https://myanimelist.net/anime/7244/Hyakka_Zukan,MAL
9927,KakushinHunch,ONA,1.0,619.0,180.0,5.47,"['Music', 'Shounen Ai']",        Mar 2016 - Mar 2016,https://myanimelist.net/anime/36753/Kakushin,MAL
9928,Katsudou Shashin,Movie,1.0,3879.0,2298.0,5.47,[],         - ,https://myanimelist.net/anime/33187/Katsudou_Shashin,MAL
9929,Lightning Trap: Leina & Laika,OVA,1.0,681.0,280.0,5.47,"['Action', 'Sci-Fi']",        May 1990 - May 1990,https://myanimelist.net/anime/3596/Lightning_Trap__Leina___Laika,MAL
9930,Loups=Garous #Overture,OVA,2.0,1546.0,602.0,5.47,"['Sci-Fi', 'Mystery']",        Aug 2010 - Aug 2010,https://myanimelist.net/anime/10104/Loups_Garous_Overture,MAL
9931,Marine Bloomin',Music,1.0,467.0,256.0,5.47,['Music'],        Mar 2016 - Mar 2016,https://myanimelist.net/anime/33910/Marine_Bloomin,MAL
9932,Marriage: KekkonMarriage,OVA,2.0,1123.0,371.0,5.47,"['Romance', 'Slice of Life']",        Mar 1996 - Jun 1996,https://myanimelist.net/anime/2082/Marriage__Kekkon,MAL
9933,Minihams no Kekkon Song,Music,1.0,277.0,127.0,5.47,"['Kids', 'Music']",        Dec 2002 - Dec 2002,https://myanimelist.net/anime/22469/Minihams_no_Kekkon_Song,MAL
9934,Neon The Animation,ONA,6.0,671.0,141.0,5.47,"['Slice of Life', 'Comedy', 'Historical', 'Police', 'Mecha']",        Jul 2011 - Apr 2015,https://myanimelist.net/anime/17697/Neon_The_Animation,MAL
9935,Oosouji,Music,1.0,729.0,435.0,5.47,['Music'],        Dec 2013 - Dec 2013,https://myanimelist.net/anime/24199/Oosouji,MAL
9936,Osaru no Tairyou,Movie,1.0,358.0,138.0,5.47,['Slice of Life'],        Dec 1933 - Dec 1933,https://myanimelist.net/anime/23267/Osaru_no_Tairyou,MAL
9937,Ozmafia!!,TV,12.0,16076.0,5257.0,5.47,"['Harem', 'Historical', 'Romance', 'Fantasy', 'Shoujo']",        Jul 2016 - Sep 2016,https://myanimelist.net/anime/32697/Ozmafia,MAL
9938,Salad Land,ONA,1.0,268.0,108.0,5.47,['Fantasy'],        Feb 2012 - Feb 2012,https://myanimelist.net/anime/14235/Salad_Land,MAL
9939,Warui no wo Taose!! Salaryman Man,ONA,1.0,436.0,249.0,5.47,"['Comedy', 'Parody']",        Nov 2004 - Nov 2004,https://myanimelist.net/anime/33791/Warui_no_wo_Taose_Salaryman_Man,MAL
9940,112 Sabsections of Skyline,ONA,1.0,230.0,125.0,5.46,['Music'],        Oct 2007 - Oct 2007,https://myanimelist.net/anime/39286/112_Sabsections_of_Skyline,MAL
9941,And And,Music,1.0,808.0,469.0,5.46,['Music'],        2011 - 2011,https://myanimelist.net/anime/19217/And_And,MAL
9942,Anitore! EXAnime de Training! Ex,TV,12.0,25391.0,9593.0,5.46,"['Comedy', 'Sports']",        Oct 2015 - Dec 2015,https://myanimelist.net/anime/31519/Anitore_EX,MAL
9943,Arabian Nights: Sindbad no BoukenArabian Nights: Sinbad's Adventures,Movie,1.0,1074.0,371.0,5.46,"['Action', 'Adventure', 'Fantasy']",        Jun 1962 - Jun 1962,https://myanimelist.net/anime/7786/Arabian_Nights__Sindbad_no_Bouken,MAL
9944,Aragne no MushikagoAragne: Sign of Vermillion,Movie,1.0,1850.0,151.0,5.46,"['Fantasy', 'Horror', 'Mystery']",        Aug 2018 - Aug 2018,https://myanimelist.net/anime/34974/Aragne_no_Mushikago,MAL
9945,Choushin Hime Dangaizer 3,OVA,4.0,1510.0,514.0,5.44,"['Adventure', 'Ecchi', 'Mecha', 'Sci-Fi']",        Oct 1999 - Mar 2001,https://myanimelist.net/anime/1627/Choushin_Hime_Dangaizer_3,MAL
9946,Doukyuusei 2 (OVA) Special: Sotsugyousei,OVA,3.0,951.0,190.0,5.46,"['Ecchi', 'Harem', 'School']",        Sep 1999 - Mar 2000,https://myanimelist.net/anime/5647/Doukyuusei_2_OVA_Special__Sotsugyousei,MAL
9947,Haja Kyosei G Dangaiou,TV,13.0,2174.0,528.0,5.46,"['Action', 'Mecha', 'Sci-Fi']",        Apr 2001 - Jul 2001,https://myanimelist.net/anime/2521/Haja_Kyosei_G_Dangaiou,MAL
9948,HanaoriThe Breaking of Branches is Forbidden,Movie,1.0,730.0,341.0,5.46,['Comedy'],        1968 - 1968,https://myanimelist.net/anime/7255/Hanaori,MAL
9949,Hand Shakers,TV,12.0,79704.0,23609.0,5.46,['Action'],        Jan 2017 - Mar 2017,https://myanimelist.net/anime/32981/Hand_Shakers,MAL
9950,"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",Special,1.0,1198.0,332.0,5.46,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",        Feb 2020 - Feb 2020,https://myanimelist.net/anime/41285/Hatena☆Illusion__Koi_to_Mahou_no_Illusion_de_Muchuu_Sasechaimasu_Special,MAL
9951,Henkei Sakuhin Dai 1-banMetamorphose Works No.1,Movie,1.0,264.0,106.0,5.46,['Dementia'],        1984 - 1984,https://myanimelist.net/anime/31584/Henkei_Sakuhin_Dai_1-ban,MAL
9952,Heya (Music)The Room,Music,1.0,262.0,140.0,5.46,['Music'],        2011 - 2011,https://myanimelist.net/anime/34910/Heya_Music,MAL
9953,Isekai Cheat Magician,TV,12.0,141223.0,60055.0,5.46,"['Action', 'Adventure', 'Fantasy']",        Jul 2019 - Sep 2019,https://myanimelist.net/anime/37744/Isekai_Cheat_Magician,MAL
9954,Jungle de Ikou!,OVA,3.0,4860.0,2113.0,5.46,"['Action', 'Ecchi', 'Adventure', 'Magic', 'Comedy']",        Mar 1997 - Sep 1997,https://myanimelist.net/anime/2524/Jungle_de_Ikou,MAL
9955,Majuu Sensen: The ApocalypseBeast Fighter: The Apocalypse,TV,13.0,1666.0,472.0,5.46,"['Action', 'Super Power', 'Demons', 'Supernatural', 'Shounen']",        Feb 2003 - May 2003,https://myanimelist.net/anime/1708/Majuu_Sensen__The_Apocalypse,MAL
9956,Mini-Chara Macross,Special,1.0,747.0,218.0,5.46,"['Parody', 'Comedy', 'Mecha']",        Aug 2002 - Aug 2002,https://myanimelist.net/anime/31494/Mini-Chara_Macross,MAL
9957,Queen's Blade: Unlimited,OVA,,7221.0,482.0,6.23,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",        Jul 2018 - ,https://myanimelist.net/anime/34941/Queens_Blade__Unlimited,MAL
9958,Revisions,ONA,12.0,42767.0,9039.0,6.25,"['Action', 'Sci-Fi', 'Mecha']",        Jan 2019 - Jan 2019,https://myanimelist.net/anime/37436/Revisions,MAL
9959,Scramble Wars: Tsuppashire! Genom Trophy Rally,OVA,1.0,955.0,377.0,6.25,['Parody'],        Oct 1992 - Oct 1992,https://myanimelist.net/anime/2466/Scramble_Wars__Tsuppashire_Genom_Trophy_Rally,MAL
9960,Sinbad: Mahou no Lamp to Ugoku Shima,Movie,1.0,1252.0,282.0,6.25,['Adventure'],        Jan 2016 - Jan 2016,https://myanimelist.net/anime/31829/Sinbad__Mahou_no_Lamp_to_Ugoku_Shima,MAL
9961,Tenkuu no Escaflowne Recaps,Special,4.0,862.0,112.0,6.25,"['Adventure', 'Romance', 'Fantasy']",        Feb 2012 - Feb 2012,https://myanimelist.net/anime/39329/Tenkuu_no_Escaflowne_Recaps,MAL
9962,Transfer,Music,1.0,1569.0,946.0,6.25,"['Action', 'Music']",        Sep 2012 - Sep 2012,https://myanimelist.net/anime/17068/Transfer,MAL
9963,Votoms FinderVotoms Finder Armored Trooperoid,OVA,1.0,2486.0,1061.0,6.25,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",        Dec 2010 - Dec 2010,https://myanimelist.net/anime/8249/Votoms_Finder,MAL
9964,Wakakusa MonogatariLittle Women,Special,1.0,741.0,255.0,6.25,"['Historical', 'Slice of Life']",        May 1980 - May 1980,https://myanimelist.net/anime/4991/Wakakusa_Monogatari,MAL
9965,"Wanpaku Ouji no Orochi TaijiOrochi, the Eight-Headed Dragon",Movie,1.0,1524.0,518.0,6.25,['Adventure'],        Mar 1963 - Mar 1963,https://myanimelist.net/anime/3905/Wanpaku_Ouji_no_Orochi_Taiji,MAL
9966,Wild Adapter,OVA,2.0,6783.0,1782.0,6.25,"['Action', 'Mystery', 'Drama', 'Shoujo']",        Mar 2014 - Sep 2015,https://myanimelist.net/anime/13843/Wild_Adapter,MAL
9967,Wooser no Sono HigurashiWooser's Hand-to-Mouth Life,TV,12.0,10188.0,4600.0,6.25,"['Slice of Life', 'Comedy', 'Fantasy']",        Oct 2012 - Dec 2012,https://myanimelist.net/anime/15313/Wooser_no_Sono_Higurashi,MAL
9968,Yagami-kun no Katei no Jijou,OVA,3.0,1147.0,428.0,6.25,['Comedy'],        May 1990 - May 1990,https://myanimelist.net/anime/4537/Yagami-kun_no_Katei_no_Jijou,MAL
9969,30-sai no Hoken Taiiku Specials,Special,3.0,5030.0,1469.0,6.24,"['Ecchi', 'Parody', 'Romance', 'Seinen']",        Jul 2011 - Sep 2011,https://myanimelist.net/anime/12131/30-sai_no_Hoken_Taiiku_Specials,MAL
9970,Blue Gender: The Warrior,Movie,1.0,9357.0,4347.0,6.24,"['Adventure', 'Drama', 'Horror', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",        Nov 2002 - Nov 2002,https://myanimelist.net/anime/1380/Blue_Gender__The_Warrior,MAL
9971,Chuumon no Ooi Ryouriten (1991),Movie,1.0,3692.0,1743.0,6.24,"['Horror', 'Supernatural', 'Fantasy']",        1991 - 1991,https://myanimelist.net/anime/4095/Chuumon_no_Ooi_Ryouriten_1991,MAL
9972,Cowboy Bebop: Ein no NatsuyasumiEin's Summer Vacation,Special,1.0,17781.0,7426.0,6.24,['Adventure'],        Dec 2012 - Dec 2012,https://myanimelist.net/anime/17205/Cowboy_Bebop__Ein_no_Natsuyasumi,MAL
9973,Doraemon: It's Summer!,Special,1.0,950.0,338.0,6.24,"['Kids', 'Adventure', 'Fantasy', 'Comedy', 'Shounen']",        Apr 1986 - Apr 1986,https://myanimelist.net/anime/2640/Doraemon__Its_Summer,MAL
9974,Doraemon: It's Winter!,Special,1.0,1130.0,444.0,6.24,"['Kids', 'Adventure', 'Fantasy', 'Comedy', 'Shounen']",        Apr 1986 - Apr 1986,https://myanimelist.net/anime/2641/Doraemon__Its_Winter,MAL
9975,Ebiten: Kouritsu Ebisugawa Koukou TenmonbuEbiten,ONA,10.0,21387.0,7082.0,6.24,"['Comedy', 'Ecchi', 'Parody', 'School', 'Shounen']",        Jul 2012 - Sep 2012,https://myanimelist.net/anime/14073/Ebiten__Kouritsu_Ebisugawa_Koukou_Tenmonbu,MAL
9976,Garo: Guren no Tsuki SpecialGaro: Crimson Moon - The Butterfly of Time,Special,1.0,2558.0,683.0,6.24,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",        Jul 2016 - Jul 2016,https://myanimelist.net/anime/33709/Garo__Guren_no_Tsuki_Special,MAL
9977,Gegege no Kitarou: DaikaijuuSpooky Kitaro: Giant Sea Monster,Movie,1.0,760.0,222.0,6.24,"['Action', 'Fantasy', 'Horror', 'Shounen', 'Supernatural']",        Jul 1996 - Jul 1996,https://myanimelist.net/anime/8146/Gegege_no_Kitarou__Daikaijuu,MAL
9978,Jetter Mars,TV,27.0,803.0,211.0,6.24,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",        Feb 1977 - Sep 1977,https://myanimelist.net/anime/6087/Jetter_Mars,MAL
9979,Jie Mo RenThe Devil Ring,ONA,14.0,3866.0,1028.0,6.24,"['Action', 'Mystery', 'Supernatural', 'Fantasy']",        Apr 2016 - Jul 2016,https://myanimelist.net/anime/33309/Jie_Mo_Ren,MAL
9980,Kagi Hime Monogatari: Eikyuu Alice RondoEternal Alice,TV,13.0,7043.0,2033.0,6.23,"['Fantasy', 'Magic']",        Jan 2006 - Mar 2006,https://myanimelist.net/anime/577/Kagi_Hime_Monogatari__Eikyuu_Alice_Rondo,MAL
