Unnamed: 0,name,type,episodes,members,score_members,rating,genre,dates,url
25,Dragon Half,OVA,2.0,16211.0,9171.0,6.9,"['Comedy', 'Fantasy', 'Parody']",        Mar 1993 - May 1993,https://myanimelist.net/anime/870/Dragon_Half
26,Etotama,TV,12.0,63891.0,21476.0,6.9,"['Action', 'Comedy', 'Fantasy']",        Apr 2015 - Jun 2015,https://myanimelist.net/anime/28221/Etotama
27,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",Special,1.0,8563.0,4815.0,6.9,"['Slice of Life', 'Comedy', 'Seinen']",        Sep 2014 - Sep 2014,https://myanimelist.net/anime/25719/Futsuu_no_Joshikousei_ga_Locodol_Yattemita__Nagarekawa_Annai_Shitemita
28,Galaxy Angel S,OVA,1.0,1792.0,642.0,6.9,"['Sci-Fi', 'Comedy']",        Apr 2004 - Apr 2004,https://myanimelist.net/anime/12225/Galaxy_Angel_S
29,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,Movie,1.0,6323.0,1191.0,6.9,"['Comedy', 'Historical', 'Romance', 'Shoujo']",        Oct 2018 - Oct 2018,https://myanimelist.net/anime/35228/Haikara-san_ga_Tooru_Movie_2__Hana_no_Tokyo_Dai_Roman
30,High School DxD Hero: Taiikukan-ura no Holy,Special,1.0,47472.0,24039.0,6.9,"['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",        Apr 2018 - Apr 2018,https://myanimelist.net/anime/37719/High_School_DxD_Hero__Taiikukan-ura_no_Holy
31,High School Fleet Movie,Movie,1.0,7819.0,153.0,6.89,"['Action', 'Military', 'School']",        Jan 2020 - Jan 2020,https://myanimelist.net/anime/37704/High_School_Fleet_Movie
32,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,Special,1.0,24542.0,13239.0,6.9,"['Comedy', 'Romance', 'Ecchi', 'School']",        Dec 2011 - Dec 2011,https://myanimelist.net/anime/11161/Hoshizora_e_Kakaru_Hashi__Kakaru_ka_Gakuensai_ni_Koi_no_Hashi
33,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",OVA,1.0,19146.0,10171.0,6.9,"['Comedy', 'Romance', 'Seinen', 'Supernatural']",        Jun 2014 - Jun 2014,https://myanimelist.net/anime/22057/Inari_Konkon_Koi_Iroha__Inari_Konkon_Semishigure
34,Kannazuki no MikoDestiny of the Shrine Maiden,TV,12.0,56758.0,24387.0,6.9,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",        Oct 2004 - Dec 2004,https://myanimelist.net/anime/143/Kannazuki_no_Miko
35,Kouya no Kotobuki HikoutaiThe Magnificent Kotobuki,TV,12.0,23932.0,6582.0,6.9,"['Action', 'Military', 'Adventure']",        Jan 2019 - Mar 2019,https://myanimelist.net/anime/38301/Kouya_no_Kotobuki_Hikoutai
36,Ling Jian Zun,ONA,30.0,1337.0,419.0,6.9,"['Action', 'Adventure', 'Romance', 'Martial Arts', 'Fantasy']",        Jan 2019 - Apr 2019,https://myanimelist.net/anime/39080/Ling_Jian_Zun
37,Ling Jian Zun 3rd Season,ONA,40.0,469.0,138.0,6.92,"['Action', 'Romance', 'Fantasy']",        Dec 2019 - ,https://myanimelist.net/anime/40966/Ling_Jian_Zun_3rd_Season
38,Ling Yu 2nd Season,ONA,10.0,1416.0,595.0,6.9,['Fantasy'],        Feb 2016 - Apr 2016,https://myanimelist.net/anime/36790/Ling_Yu_2nd_Season
39,Nakanohito Genome [Jikkyouchuu]The Ones Within,TV,12.0,62010.0,21665.0,6.9,"['Game', 'Comedy', 'Drama']",        Jul 2019 - Sep 2019,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu
40,Overlord Movie: Ple Ple Pleiades,Special,2.0,11802.0,4333.0,6.9,"['Action', 'Comedy', 'Magic', 'Fantasy']",        Sep 2017 - Sep 2017,https://myanimelist.net/anime/36497/Overlord_Movie__Ple_Ple_Pleiades
41,Overman King Gainer,TV,26.0,9412.0,2739.0,6.9,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",        Sep 2002 - Mar 2003,https://myanimelist.net/anime/1792/Overman_King_Gainer
42,Pokemon Crystal: Raikou Ikazuchi no Densetsu,Special,1.0,19442.0,10594.0,6.9,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",        Dec 2001 - Dec 2001,https://myanimelist.net/anime/1525/Pokemon_Crystal__Raikou_Ikazuchi_no_Densetsu
43,Recorder to Randoseru Re♪Recorder and Randsell Re,TV,13.0,23275.0,13763.0,6.9,"['Comedy', 'School', 'Seinen', 'Slice of Life']",        Apr 2012 - Jun 2012,https://myanimelist.net/anime/13377/Recorder_to_Randoseru_Re♪
44,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Special,4.0,2948.0,917.0,6.9,"['Sci-Fi', 'Music', 'Slice of Life', 'Comedy']",        Nov 2017 - Feb 2018,https://myanimelist.net/anime/36692/Senki_Zesshou_Symphogear_AXZ__Senki_Zesshou_Shinai_Symphogear
45,Senkou no Night RaidNight Raid 1931,TV,13.0,37232.0,10077.0,6.9,"['Action', 'Military', 'Historical', 'Super Power']",        Apr 2010 - Jun 2010,https://myanimelist.net/anime/6973/Senkou_no_Night_Raid
46,Shinmai Maou no TestamentThe Testament of Sister New Devil,TV,12.0,391531.0,207583.0,6.9,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Demons']",        Jan 2015 - Mar 2015,https://myanimelist.net/anime/23233/Shinmai_Maou_no_Testament
47,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,1.0,3625.0,1337.0,6.9,['Music'],        Nov 2013 - Nov 2013,https://myanimelist.net/anime/21409/The_iDOLMSTER_Cinderella_Girls_2nd_Anniversary_PV
48,Toaru Majutsu no Index 10th Anniversary PV,Special,1.0,10169.0,3548.0,6.9,"['Action', 'Comedy', 'Magic', 'Sci-Fi', 'Super Power']",        Sep 2014 - Sep 2014,https://myanimelist.net/anime/27509/Toaru_Majutsu_no_Index_10th_Anniversary_PV
49,Uchi Tama?! Uchi no Tama Shirimasen ka?Uchitama?! Have you seen my Tama?,TV,11.0,12177.0,2874.0,6.91,['Slice of Life'],        Jan 2020 - Mar 2020,https://myanimelist.net/anime/39942/Uchi_Tama_Uchi_no_Tama_Shirimasen_ka
0,Nar Doma Manner Movie,Movie,1.0,177.0,,,['Comedy'],        Nov 2015 - Nov 2015,https://myanimelist.net/anime/32276/Nar_Doma_Manner_Movie
1,Nar Doma Special,Special,1.0,183.0,,,['Comedy'],        Nov 2015 - Nov 2015,https://myanimelist.net/anime/32275/Nar_Doma_Special
2,Nara-shi x Inoue Ryou,Special,13.0,107.0,,,"['Music', 'Comedy']",        Apr 2015 - Feb 2017,https://myanimelist.net/anime/37335/Nara-shi_x_Inoue_Ryou
3,Narara SuperboardThe Flying Superboard,TV,54.0,198.0,,,"['Action', 'Adventure', 'Comedy']",        Aug 1990 - Jan 2002,https://myanimelist.net/anime/32136/Narara_Superboard
4,Narara Wonder Gongju,Movie,1.0,202.0,,,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Super Power']",        Jul 1978 - Jul 1978,https://myanimelist.net/anime/16810/Narara_Wonder_Gongju
5,Narara! Ujujeonham Geobukseon,Movie,1.0,186.0,,,"['Action', 'Sci-Fi', 'Space', 'Shounen']",        1979 - 1979,https://myanimelist.net/anime/16748/Narara_Ujujeonham_Geobukseon
6,Nareuneun Dwaeji - Haejeok Mateo,Movie,1.0,142.0,,,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",        Jul 2004 - Jul 2004,https://myanimelist.net/anime/18315/Nareuneun_Dwaeji_-_Haejeok_Mateo
7,Nat-chan no Akai Tebukuro,Movie,1.0,123.0,,,"['Historical', 'Kids']",        Jun 1987 - Jun 1987,https://myanimelist.net/anime/26153/Nat-chan_no_Akai_Tebukuro
8,Natane Shigure,Music,1.0,66.0,,,"['Kids', 'Music']",        Feb 2003 - Feb 2003,https://myanimelist.net/anime/40599/Natane_Shigure
9,Natsu no Ginkei,Music,1.0,128.0,,,['Music'],        Oct 2014 - Oct 2014,https://myanimelist.net/anime/32857/Natsu_no_Ginkei
10,Natsu no Niwa,Music,1.0,74.0,,,['Music'],        Sep 2019 - Sep 2019,https://myanimelist.net/anime/41535/Natsu_no_Niwa
11,Natsu wo Yarinaosu,Movie,1.0,910.0,,,['School'],        Jul 2018 - Jul 2018,https://myanimelist.net/anime/38057/Natsu_wo_Yarinaosu
12,Natsuyasumi no Osakana,Music,1.0,21.0,,,"['Kids', 'Music']",        Aug 1996 - Aug 1996,https://myanimelist.net/anime/41663/Natsuyasumi_no_Osakana
13,Nayami no Tane,Music,1.0,77.0,,,"['Kids', 'Music']",        Dec 1986 - Dec 1986,https://myanimelist.net/anime/39891/Nayami_no_Tane
14,Naze,Music,1.0,112.0,,,"['Music', 'Kids']",        Feb 2012 - Feb 2012,https://myanimelist.net/anime/30209/Naze
15,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,Movie,1.0,757.0,,,['Historical'],        May 2016 - May 2016,https://myanimelist.net/anime/33130/Naze_Ikiru__Rennyo_Shounin_to_Yoshizaki_Enjou
16,Nazotoki-hime wa Meitantei♥,OVA,6.0,380.0,,,"['Mystery', 'Shoujo']",        Aug 2012 - Dec 2013,https://myanimelist.net/anime/15211/Nazotoki-hime_wa_Meitantei♥
17,Negaigoto no Mochigusare,Music,1.0,114.0,,,"['Music', 'Kids']",        Apr 2017 - Apr 2017,https://myanimelist.net/anime/37011/Negaigoto_no_Mochigusare
18,Negative Shinkaron feat. Hatsune MikuTheory of Negativity,Music,1.0,93.0,,,['Music'],        Dec 2019 - Dec 2019,https://myanimelist.net/anime/41023/Negative_Shinkaron_feat_Hatsune_Miku
19,Negibouzu no Asatarou,TV,48.0,252.0,,,"['Adventure', 'Comedy', 'Historical']",        Oct 2008 - Sep 2009,https://myanimelist.net/anime/5184/Negibouzu_no_Asatarou
20,Nekketsu Jinmen Inu: Life Is Movie,OVA,3.0,523.0,,,"['Parody', 'Comedy', 'Mystery']",        Jul 2014 - Sep 2014,https://myanimelist.net/anime/25253/Nekketsu_Jinmen_Inu__Life_Is_Movie
21,Neko Enikki,TV,13.0,269.0,,,"['Comedy', 'Slice of Life']",        Aug 2015 - Sep 2015,https://myanimelist.net/anime/31361/Neko_Enikki
22,Neko Kikaku,Movie,1.0,210.0,,,['Comedy'],        Nov 2018 - Nov 2018,https://myanimelist.net/anime/37827/Neko_Kikaku
23,Neko Konogoro,TV,,769.0,,,['Comedy'],        Jun 2016 - ,https://myanimelist.net/anime/33398/Neko_Konogoro
24,"Neko mo, Onda-ke",TV,12.0,427.0,,,"['Slice of Life', 'Comedy']",        Apr 2016 - Jun 2016,https://myanimelist.net/anime/32999/Neko_mo_Onda-ke
25,Neko Neko Gong ShowCat Cat Gong Show,ONA,6.0,109.0,,,['Kids'],        Aug 2015 - Nov 2015,https://myanimelist.net/anime/36572/Neko_Neko_Gong_Show
26,Neko Neko Nihonshi 2nd SeasonMeow Meow Japanese History,TV,32.0,377.0,,,"['Historical', 'Parody', 'Kids', 'Samurai']",        Apr 2017 - Feb 2018,https://myanimelist.net/anime/35302/Neko_Neko_Nihonshi_2nd_Season
27,Neko Neko Nihonshi 3rd SeasonMeow Meow Japanese History,TV,32.0,265.0,,,"['Historical', 'Parody', 'Kids', 'Samurai']",        Apr 2018 - Feb 2019,https://myanimelist.net/anime/37369/Neko_Neko_Nihonshi_3rd_Season
28,Neko Neko Nihonshi 4th SeasonMeow Meow Japanese History,TV,32.0,114.0,,,"['Historical', 'Parody', 'Kids', 'Samurai']",        Apr 2019 - Feb 2020,https://myanimelist.net/anime/39356/Neko_Neko_Nihonshi_4th_Season
29,Neko Neko Nihonshi 5th Season,TV,,79.0,,,"['Historical', 'Parody', 'Kids', 'Samurai']",        Apr 2020 - ,https://myanimelist.net/anime/41404/Neko_Neko_Nihonshi_5th_Season
30,Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,Movie,1.0,185.0,,,"['Historical', 'Kids', 'Parody']",        Feb 2020 - Feb 2020,https://myanimelist.net/anime/40425/Neko_Neko_Nihonshi_Movie__Ryouma_no_Hachamecha_Time_Travel_ze_yo
31,Neko no Dayan,TV,52.0,459.0,,,"['Kids', 'Magic']",        Apr 2014 - Apr 2015,https://myanimelist.net/anime/23555/Neko_no_Dayan
32,Neko no Dayan (2017),TV,30.0,135.0,,,['Kids'],        Oct 2017 - May 2018,https://myanimelist.net/anime/36981/Neko_no_Dayan_2017
33,Neko no Dayan: Fushigi Gekijou,TV,30.0,222.0,,,['Kids'],        Oct 2016 - Apr 2017,https://myanimelist.net/anime/33727/Neko_no_Dayan__Fushigi_Gekijou
34,Neko no Dayan: Nihon e Iku,TV,12.0,252.0,,,['Kids'],        Oct 2015 - Jan 2016,https://myanimelist.net/anime/31562/Neko_no_Dayan__Nihon_e_Iku
35,Neko no Heishi ga Yuku,Music,1.0,62.0,,,"['Kids', 'Music']",        Apr 2016 - Apr 2016,https://myanimelist.net/anime/39870/Neko_no_Heishi_ga_Yuku
36,Neko no Kuni no Kenpou,OVA,1.0,88.0,,,['Historical'],         - ,https://myanimelist.net/anime/33826/Neko_no_Kuni_no_Kenpou
37,Neko no Nyagh: Nya Misérables,TV,25.0,256.0,,,"['Game', 'Kids']",        Apr 2019 - Sep 2019,https://myanimelist.net/anime/38857/Neko_no_Nyagh__Nya_Misérables
38,Neko no Robu,TV,,748.0,,,"['Comedy', 'Slice of Life']",        May 2017 - ,https://myanimelist.net/anime/35478/Neko_no_Robu
39,Neko no Sumu Shima,Special,1.0,309.0,,,['Drama'],        Mar 2012 - Mar 2012,https://myanimelist.net/anime/13497/Neko_no_Sumu_Shima
40,Neko Pitcher,TV,51.0,465.0,,,"['Comedy', 'Sports', 'Kids']",        May 2014 - Mar 2016,https://myanimelist.net/anime/23737/Neko_Pitcher
41,Neko Ramen: Ore no Shouyu Aji,ONA,13.0,389.0,,,['Comedy'],        2008 - 2008,https://myanimelist.net/anime/14519/Neko_Ramen__Ore_no_Shouyu_Aji
42,Neko to Mata,TV,67.0,461.0,,,['Supernatural'],        Apr 2017 - Dec 2018,https://myanimelist.net/anime/35444/Neko_to_Mata
43,Neko to Nezumi,Movie,1.0,247.0,,,['Comedy'],        Jul 1917 - Jul 1917,https://myanimelist.net/anime/24573/Neko_to_Nezumi
44,Neko wa Ikite Iru,Movie,1.0,148.0,,,"['Kids', 'Historical', 'Drama']",        Jun 1975 - Jun 1975,https://myanimelist.net/anime/31017/Neko_wa_Ikite_Iru
45,Nekoronde ID,Special,4.0,115.0,,,['Comedy'],        May 2016 - May 2016,https://myanimelist.net/anime/33849/Nekoronde_ID
46,Nekoronde Mite ne.,ONA,14.0,136.0,,,['Comedy'],        Nov 2013 - Jun 2014,https://myanimelist.net/anime/29851/Nekoronde_Mite_ne
47,Nekoronde TV.,TV,12.0,124.0,,,['Comedy'],        2014 - 2014,https://myanimelist.net/anime/29844/Nekoronde_TV
48,Nemurenu Yoru no Chiisana Ohanashi,OVA,3.0,120.0,,,['Kids'],        Apr 1992 - Oct 1992,https://myanimelist.net/anime/27843/Nemurenu_Yoru_no_Chiisana_Ohanashi
49,NemurihimeSleeping Beauty,Music,1.0,135.0,,,['Music'],        Oct 2015 - Oct 2015,https://myanimelist.net/anime/37610/Nemurihime
0,Death March kara Hajimaru Isekai KyousoukyokuDeath March to the Parallel World Rhapsody,TV,12.0,267862.0,141753.0,6.67,"['Adventure', 'Fantasy', 'Harem']",        Jan 2018 - Mar 2018,https://myanimelist.net/anime/34497/Death_March_kara_Hajimaru_Isekai_Kyousoukyoku
1,Dragon Ball Z: Summer Vacation Special,Special,1.0,8724.0,3394.0,6.67,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",        Jul 1992 - Jul 1992,https://myanimelist.net/anime/22695/Dragon_Ball_Z__Summer_Vacation_Special
2,Element Hunters,TV,39.0,11351.0,2515.0,6.67,"['Sci-Fi', 'Shounen']",        Jul 2009 - Mar 2010,https://myanimelist.net/anime/5945/Element_Hunters
3,Eyeshield 21: Maboroshi no Golden BowlThe Illusionary Golden Bowl,Special,1.0,7240.0,3035.0,6.67,"['Sports', 'Shounen']",        Aug 2004 - Aug 2004,https://myanimelist.net/anime/1317/Eyeshield_21__Maboroshi_no_Golden_Bowl
4,Granblue Fantasy The Animation: Kabocha no Lantern,Special,1.0,12278.0,4042.0,6.67,['Fantasy'],        Nov 2017 - Nov 2017,https://myanimelist.net/anime/35814/Granblue_Fantasy_The_Animation__Kabocha_no_Lantern
5,Happy☆Lesson,OVA,5.0,9820.0,3955.0,6.67,"['Comedy', 'Harem', 'Romance', 'School']",        Jul 2001 - May 2003,https://myanimelist.net/anime/259/Happy☆Lesson
6,Highschool of the Dead: Drifters of the Dead,OVA,1.0,216505.0,136497.0,6.67,"['Comedy', 'Ecchi', 'Supernatural']",        Apr 2011 - Apr 2011,https://myanimelist.net/anime/9515/Highschool_of_the_Dead__Drifters_of_the_Dead
7,Hikyou Tanken Fam & IhrlieRuin Explorers Fam & Ihrie,OVA,4.0,6117.0,2615.0,6.67,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']",        Jun 1995 - Feb 1996,https://myanimelist.net/anime/1181/Hikyou_Tanken_Fam___Ihrlie
8,Ikkitousen: Dragon Destiny Specials,Special,6.0,19304.0,9324.0,6.67,"['Super Power', 'Ecchi', 'Martial Arts', 'School']",        Jun 2007 - Nov 2007,https://myanimelist.net/anime/2905/Ikkitousen__Dragon_Destiny_Specials
9,Inazuma Eleven Go: TCG CM NG-shuu,Special,1.0,2051.0,711.0,6.67,['Comedy'],        Nov 2012 - Nov 2012,https://myanimelist.net/anime/16964/Inazuma_Eleven_Go__TCG_CM_NG-shuu
10,Inazuma Eleven Go: Tokubetsu-hen,Special,2.0,3778.0,1534.0,6.67,"['Sports', 'Super Power', 'Shounen']",        Dec 2011 - Dec 2011,https://myanimelist.net/anime/12585/Inazuma_Eleven_Go__Tokubetsu-hen
11,Jewelpet Kira☆Deco!,TV,52.0,2578.0,616.0,6.67,"['Fantasy', 'Magic', 'Shoujo']",        Apr 2012 - Mar 2013,https://myanimelist.net/anime/12963/Jewelpet_Kira☆Deco
12,Kemono Friends: Bus-teki,ONA,1.0,4469.0,1685.0,6.67,"['Comedy', 'Fantasy']",        Apr 2017 - Apr 2017,https://myanimelist.net/anime/35347/Kemono_Friends__Bus-teki
13,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,Special,1.0,1008.0,288.0,6.67,"['Action', 'Comedy', 'Mecha', 'Parody', 'Samurai', 'Shounen']",        Mar 2008 - Mar 2008,https://myanimelist.net/anime/11281/Keroro_Gunsou__Mushakero_Ohirome_Sengoku_Ranstar_Dai_Battle
14,Koi to UsoLove and Lies,TV,12.0,226245.0,103260.0,6.67,"['Drama', 'Romance', 'School']",        Jul 2017 - Sep 2017,https://myanimelist.net/anime/34934/Koi_to_Uso
15,"Kono Naka ni Hitori, Imouto ga Iru!NAKAIMO - My Little Sister Is Among Them!",TV,12.0,154524.0,74914.0,6.67,"['Comedy', 'Ecchi', 'Harem', 'Mystery', 'Romance', 'School']",        Jul 2012 - Sep 2012,https://myanimelist.net/anime/13367/Kono_Naka_ni_Hitori_Imouto_ga_Iru
16,Kurogane Communication,TV,24.0,4305.0,1062.0,6.67,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",        Oct 1998 - Mar 1999,https://myanimelist.net/anime/1660/Kurogane_Communication
17,Lan Mo de HuaLan Mo's Flower,ONA,9.0,3026.0,952.0,6.67,"['Magic', 'Romance', 'School']",        Jul 2017 - Aug 2017,https://myanimelist.net/anime/36185/Lan_Mo_de_Hua
18,Madoromi no VevaraVevara in Your Dream,ONA,1.0,1209.0,247.0,6.67,"['Magic', 'Fantasy']",        Jul 2019 - Jul 2019,https://myanimelist.net/anime/40066/Madoromi_no_Vevara
19,Majokko Tsukune-chan,OVA,6.0,2254.0,919.0,6.67,"['Comedy', 'Magic', 'Seinen']",        Aug 2005 - Jan 2006,https://myanimelist.net/anime/2457/Majokko_Tsukune-chan
20,Medarot DamashiiMedabots Spirits,TV,39.0,14180.0,7248.0,6.67,"['Action', 'Sci-Fi', 'Adventure']",        Jul 2000 - Mar 2001,https://myanimelist.net/anime/4052/Medarot_Damashii
21,Mitsume ga Tooru,TV,48.0,715.0,170.0,6.67,['Adventure'],        Oct 1990 - Sep 1991,https://myanimelist.net/anime/5249/Mitsume_ga_Tooru
22,MM! SpecialsMM! Hidden Camera Shorts,Special,9.0,28256.0,13729.0,6.67,"['Comedy', 'Ecchi', 'School']",        Dec 2010 - May 2011,https://myanimelist.net/anime/9581/MM_Specials
23,Mobile Suit Gundam AGE: Memory of Eden,OVA,2.0,3690.0,1336.0,6.67,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Drama']",        Jul 2013 - Jul 2013,https://myanimelist.net/anime/17655/Mobile_Suit_Gundam_AGE__Memory_of_Eden
24,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,Special,1.0,6011.0,3037.0,6.67,"['Mystery', 'Seinen', 'Supernatural', 'Thriller']",        May 2009 - May 2009,https://myanimelist.net/anime/6736/Mouryou_no_Hako__Chuuzenji_Atsuko_no_Jikenbo_-_Hako_no_Yurei_no_Koto
25,Mushi-Uta,TV,12.0,14426.0,5644.0,6.67,"['Action', 'Sci-Fi', 'Fantasy']",        Jul 2007 - Oct 2007,https://myanimelist.net/anime/2603/Mushi-Uta
26,Nagareboshi Lens,OVA,1.0,17958.0,9650.0,6.67,"['Romance', 'Shoujo']",        Mar 2012 - Mar 2012,https://myanimelist.net/anime/13833/Nagareboshi_Lens
27,Nanatsu-iro REALiZE,Music,1.0,627.0,332.0,6.67,['Music'],        Apr 2018 - Apr 2018,https://myanimelist.net/anime/37679/Nanatsu-iro_REALiZE
28,Norimono Oukoku BuBu ChaCha,TV,26.0,566.0,197.0,6.67,"['Slice of Life', 'Comedy']",        Apr 1999 - Nov 1999,https://myanimelist.net/anime/4054/Norimono_Oukoku_BuBu_ChaCha
29,Omishi Mahou Gekijou: Risky★Safety,TV,24.0,3056.0,860.0,6.66,"['Comedy', 'Shounen']",        Oct 1999 - Apr 2000,https://myanimelist.net/anime/1300/Omishi_Mahou_Gekijou__Risky★Safety
30,Oyayubi Hime MonogatariThumbelina: A Magical Story,TV,26.0,1186.0,354.0,6.67,"['Adventure', 'Fantasy', 'Shoujo']",        Mar 1992 - Sep 1992,https://myanimelist.net/anime/2783/Oyayubi_Hime_Monogatari
31,Patalliro Saiyuuki!,TV,26.0,3016.0,878.0,6.67,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen Ai']",        Jun 2005 - Nov 2005,https://myanimelist.net/anime/1035/Patalliro_Saiyuuki
32,Persona 4 the Golden Animation,TV,12.0,62237.0,25861.0,6.67,"['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']",        Jul 2014 - Sep 2014,https://myanimelist.net/anime/24075/Persona_4_the_Golden_Animation
33,Ray The Animation,TV,13.0,11143.0,3173.0,6.67,"['Drama', 'Romance', 'Sci-Fi']",        Apr 2006 - Jun 2006,https://myanimelist.net/anime/919/Ray_The_Animation
34,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,Special,1.0,2112.0,524.0,6.67,"['Game', 'School', 'Slice of Life']",        Mar 2015 - Mar 2015,https://myanimelist.net/anime/30292/Saki_Achiga-hen__Episode_of_Side-A_-_Kuro_no_Tanjoubi
35,Sekai Meisaku Douwa: Hakuchou no OujiThe Wild Swans,Movie,1.0,1399.0,622.0,6.67,['Fantasy'],        Mar 1977 - Mar 1977,https://myanimelist.net/anime/3847/Sekai_Meisaku_Douwa__Hakuchou_no_Ouji
36,Shi XiongZombie Brother,ONA,41.0,2219.0,518.0,6.67,"['Action', 'Comedy', 'Horror']",        Nov 2014 - Mar 2015,https://myanimelist.net/anime/30412/Shi_Xiong
37,Shinmai Maou no Testament Departures: Maria no Hizou Eizou,Special,1.0,6946.0,1314.0,6.67,"['Demons', 'Ecchi', 'Harem', 'Parody']",        Mar 2018 - Mar 2018,https://myanimelist.net/anime/39480/Shinmai_Maou_no_Testament_Departures__Maria_no_Hizou_Eizou
38,Soratobu YuureisenFlying Phantom Ship,Movie,1.0,3913.0,2144.0,6.67,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",        Jul 1969 - Jul 1969,https://myanimelist.net/anime/2811/Soratobu_Yuureisen
39,Soukou Kihei Votoms: Pailsen Files Movie,Movie,1.0,1329.0,441.0,6.67,"['Military', 'Sci-Fi', 'Space', 'Mecha']",        Jan 2009 - Jan 2009,https://myanimelist.net/anime/7536/Soukou_Kihei_Votoms__Pailsen_Files_Movie
40,Umi Monogatari: Anata ga Ite Kureta KotoUmi Monogatari,TV,12.0,21191.0,5368.0,6.67,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy']",        Jun 2009 - Sep 2009,https://myanimelist.net/anime/6129/Umi_Monogatari__Anata_ga_Ite_Kureta_Koto
41,Vampire HunterNight Warriors: Darkstalkers' Revenge,OVA,4.0,13385.0,5413.0,6.67,"['Action', 'Adventure', 'Supernatural', 'Drama', 'Vampire', 'Fantasy']",        Mar 1997 - Mar 1998,https://myanimelist.net/anime/1952/Vampire_Hunter
42,Viva Namida,Music,1.0,4003.0,2386.0,6.67,['Music'],        Sep 2013 - Sep 2013,https://myanimelist.net/anime/20613/Viva_Namida
43,Altered Carbon: Resleeved,ONA,1.0,4034.0,1892.0,6.67,"['Action', 'Sci-Fi', 'Drama']",        Mar 2020 - Mar 2020,https://myanimelist.net/anime/40613/Altered_Carbon__Resleeved
44,Ano Hi no Kanojo-tachiThe Diary of Our Days,ONA,8.0,3094.0,687.0,6.66,['Slice of Life'],        Mar 2018 - Nov 2018,https://myanimelist.net/anime/37589/Ano_Hi_no_Kanojo-tachi
45,Arashi no Yoru ni: Himitsu no Tomodachi,TV,26.0,2182.0,539.0,6.66,"['Adventure', 'Drama']",        Apr 2012 - Sep 2012,https://myanimelist.net/anime/13029/Arashi_no_Yoru_ni__Himitsu_no_Tomodachi
46,Bakegyamon,TV,51.0,2353.0,505.0,6.66,"['Action', 'Demons', 'Fantasy', 'Game', 'Shounen']",        Apr 2006 - Mar 2007,https://myanimelist.net/anime/2786/Bakegyamon
47,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun ePlease Save My Earth Movie: From Alice to Rin-kun",Movie,1.0,1505.0,309.0,6.66,"['Drama', 'Romance', 'Sci-Fi', 'Shoujo']",        Feb 1995 - Feb 1995,https://myanimelist.net/anime/7366/Boku_no_Chikyuu_wo_Mamotte__Alice_kara_Rin-kun_e
48,Cardfight!! Vanguard G: NextCardfight!! Vanguard G NEXT,TV,52.0,5774.0,1949.0,6.66,"['Action', 'Game', 'Shounen']",        Oct 2016 - Oct 2017,https://myanimelist.net/anime/34077/Cardfight_Vanguard_G__Next
49,Cardfight!! Vanguard: Shinemon-henCardfight!! Vanguard: Shinemon Arc,TV,31.0,1696.0,442.0,6.65,"['Action', 'Game', 'Shounen']",        Aug 2019 - Mar 2020,https://myanimelist.net/anime/40167/Cardfight_Vanguard__Shinemon-hen
0,Kurogane no LinebarrelsLinebarrels of Iron,TV,24.0,37563.0,15551.0,6.97,"['Action', 'Mecha', 'Sci-Fi']",        Oct 2008 - Mar 2009,https://myanimelist.net/anime/3653/Kurogane_no_Linebarrels
