Unnamed: 0,name,type,episodes,members,score_members,rating,genre,dates,url
48,The iDOLM@STER Cinderella Girls: Special ProgramTHE IDOLM@STER CINDERELLA GIRLS Special Program,Special,1.0,3157.0,889.0,6.43,"['Comedy', 'Music']",        Feb 2015 - Feb 2015,https://myanimelist.net/anime/30218/The_iDOLMSTER_Cinderella_Girls__Special_Program
49,Vatican Kiseki Chousakan: Majo no Soup,OVA,1.0,3944.0,761.0,6.43,"['Mystery', 'Supernatural', 'Drama']",        Apr 2018 - Apr 2018,https://myanimelist.net/anime/35231/Vatican_Kiseki_Chousakan__Majo_no_Soup
0,Ensemble Girls!!,ONA,1.0,394.0,134.0,5.9,['Music'],        Jun 2016 - Jun 2016,https://myanimelist.net/anime/38096/Ensemble_Girls
1,Garo: Guren no TsukiGaro: Crimson Moon,TV,23.0,25267.0,6354.0,5.9,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",        Oct 2015 - Apr 2016,https://myanimelist.net/anime/28537/Garo__Guren_no_Tsuki
2,Gegege no Kitarou: ChisouganSpooky Kitaro: The All Seeing Eye,Movie,1.0,599.0,177.0,5.9,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",        Jul 1980 - Jul 1980,https://myanimelist.net/anime/8150/Gegege_no_Kitarou__Chisougan
3,Ginga Tansa 2100-nen: Border PlanetGalaxy Investigation 2100: Border Planet,Special,1.0,694.0,257.0,5.9,"['Sci-Fi', 'Adventure', 'Mystery', 'Romance']",        Aug 1986 - Aug 1986,https://myanimelist.net/anime/4917/Ginga_Tansa_2100-nen__Border_Planet
4,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,Movie,1.0,392.0,110.0,5.9,"['Magic', 'Shoujo']",        Jul 1989 - Jul 1989,https://myanimelist.net/anime/12971/Himitsu_no_Akko-chan__Umi_da_Obake_da_Natsu_Matsuri
5,Kashi no Ki Mokku,TV,52.0,1298.0,550.0,5.9,"['Adventure', 'Fantasy']",        Jan 1972 - Dec 1972,https://myanimelist.net/anime/2574/Kashi_no_Ki_Mokku
6,Kaze no Matasaburou,OVA,1.0,800.0,289.0,5.9,"['Slice of Life', 'Kids', 'Fantasy']",        Aug 1988 - Aug 1988,https://myanimelist.net/anime/12141/Kaze_no_Matasaburou
7,Kemurikusa,ONA,2.0,1204.0,383.0,5.9,"['Action', 'Adventure', 'Sci-Fi']",        May 2011 - Mar 2012,https://myanimelist.net/anime/37311/Kemurikusa
8,Kyouryuu Tankentai Born Free,TV,25.0,581.0,120.0,5.9,"['Action', 'Sci-Fi']",        Oct 1976 - Mar 1977,https://myanimelist.net/anime/9978/Kyouryuu_Tankentai_Born_Free
9,Majuu Senshi Luna Varga,OVA,4.0,1255.0,368.0,5.9,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic']",        Mar 1991 - Sep 1991,https://myanimelist.net/anime/2079/Majuu_Senshi_Luna_Varga
10,Nanmu Ichibyousokusai,Movie,1.0,466.0,137.0,5.9,"['Historical', 'Music']",        Jan 1973 - Jan 1973,https://myanimelist.net/anime/4097/Nanmu_Ichibyousokusai
11,Out Of My Head,Music,1.0,227.0,142.0,5.9,"['Sci-Fi', 'Music']",        Aug 2018 - Aug 2018,https://myanimelist.net/anime/38142/Out_Of_My_Head
12,Ryo,Movie,1.0,11103.0,5506.0,5.9,"['Action', 'Samurai', 'Historical', 'Drama']",        Mar 2013 - Mar 2013,https://myanimelist.net/anime/14347/Ryo
13,Ryuusei Sentai Musumet,TV,13.0,2131.0,660.0,5.9,"['Adventure', 'Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",        Oct 2004 - Dec 2004,https://myanimelist.net/anime/1711/Ryuusei_Sentai_Musumet
14,SD Gundam World: Sangoku SouketsudenSD Gundam World: Sangoku Soketsuden,ONA,,1436.0,141.0,5.9,"['Action', 'Historical', 'Mecha']",        Jul 2019 - ,https://myanimelist.net/anime/38715/SD_Gundam_World__Sangoku_Souketsuden
15,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Special,3.0,7989.0,2767.0,5.9,['Comedy'],        Aug 2014 - Dec 2014,https://myanimelist.net/anime/27613/Selector_Infected_WIXOSS__Midoriko-san_to_Piruruku-tan
16,Shounen Ashibe: Go! Go! Goma-chan 2,TV,32.0,830.0,226.0,5.9,"['Slice of Life', 'Comedy', 'Seinen']",        Apr 2017 - Feb 2018,https://myanimelist.net/anime/34979/Shounen_Ashibe__Go_Go_Goma-chan_2
17,Sin: Nanatsu no Taizai Zange-roku,ONA,12.0,7730.0,1701.0,5.9,"['Ecchi', 'Fantasy']",        Apr 2017 - Jun 2017,https://myanimelist.net/anime/35417/Sin__Nanatsu_no_Taizai_Zange-roku
18,Soul Link Special,Special,1.0,2448.0,921.0,5.9,"['Ecchi', 'Adventure', 'Space', 'Comedy', 'Romance', 'Military', 'Sci-Fi']",        Jun 2006 - Jun 2006,https://myanimelist.net/anime/1625/Soul_Link_Special
19,Stratos 4 OVA: Stratos 4.1 - Dutch Roll,Special,1.0,571.0,154.0,5.9,"['Action', 'Parody', 'Military', 'Sci-Fi']",        May 2004 - May 2004,https://myanimelist.net/anime/27677/Stratos_4_OVA__Stratos_41_-_Dutch_Roll
20,Tactical Roar Special,Special,1.0,1581.0,647.0,5.89,"['Action', 'Comedy', 'Ecchi', 'Military', 'Romance', 'Sci-Fi']",        Sep 2006 - Sep 2006,https://myanimelist.net/anime/1790/Tactical_Roar_Special
21,Ultra B,TV,119.0,464.0,207.0,5.9,"['Comedy', 'Super Power']",        Apr 1987 - Mar 1989,https://myanimelist.net/anime/10250/Ultra_B
22,W'z Special,Special,1.0,1744.0,506.0,5.9,"['Action', 'Music']",        Feb 2019 - Feb 2019,https://myanimelist.net/anime/38667/Wz_Special
23,Yamato 2520,OVA,3.0,1339.0,351.0,5.9,"['Action', 'Military', 'Sci-Fi', 'Adventure']",        Nov 1994 - Aug 1996,https://myanimelist.net/anime/6718/Yamato_2520
24,Yubi wo Nusunda OnnaWoman Who Stole Fingers,Movie,1.0,1064.0,443.0,5.9,[],        2010 - 2010,https://myanimelist.net/anime/30862/Yubi_wo_Nusunda_Onna
25,Babel Nisei (OVA)Babel II,OVA,4.0,1927.0,715.0,5.88,"['Action', 'Sci-Fi', 'Mecha']",        Mar 1992 - Oct 1992,https://myanimelist.net/anime/1665/Babel_Nisei_OVA
26,Bouken! Iczer 3Iczer Reborn,OVA,6.0,2073.0,799.0,5.89,"['Action', 'Adventure', 'Sci-Fi']",        Sep 1990 - Feb 1991,https://myanimelist.net/anime/2292/Bouken_Iczer_3
27,Channel 5.5 3rd Season,ONA,4.0,629.0,139.0,5.89,"['Parody', 'Comedy']",        Jul 2014 - Oct 2014,https://myanimelist.net/anime/29823/Channel_55_3rd_Season
28,Cyclops Shoujo Saipuu,ONA,12.0,27831.0,13036.0,5.89,"['Ecchi', 'Comedy', 'School', 'Slice of Life']",        Mar 2013 - May 2013,https://myanimelist.net/anime/17397/Cyclops_Shoujo_Saipuu
29,Dai Yamato Zero-gouGreat Yamato No. 0,OVA,5.0,1052.0,177.0,5.89,"['Sci-Fi', 'Space']",        Mar 2004 - Jun 2007,https://myanimelist.net/anime/7122/Dai_Yamato_Zero-gou
30,Devilman: Crybaby - Digest Eizou,ONA,1.0,4529.0,967.0,5.89,"['Action', 'Demons', 'Horror', 'Supernatural']",        Mar 2018 - Mar 2018,https://myanimelist.net/anime/37590/Devilman__Crybaby_-_Digest_Eizou
31,Evil or Live,TV,12.0,53337.0,20132.0,5.89,"['Psychological', 'School']",        Oct 2017 - Jan 2018,https://myanimelist.net/anime/36245/Evil_or_Live
32,Fake Style II,Music,1.0,298.0,174.0,5.89,['Music'],        Aug 2014 - Aug 2014,https://myanimelist.net/anime/32747/Fake_Style_II
33,Fushigi na Somera-chan,TV,12.0,11222.0,5157.0,5.89,"['Comedy', 'Magic', 'Slice of Life']",        Oct 2015 - Dec 2015,https://myanimelist.net/anime/30746/Fushigi_na_Somera-chan
34,Go! Samurai,ONA,1.0,373.0,139.0,5.89,"['Action', 'Samurai']",        Aug 2015 - Aug 2015,https://myanimelist.net/anime/31505/Go_Samurai
35,Good Morning,Music,1.0,2922.0,1827.0,5.89,"['Slice of Life', 'Music']",        Apr 2008 - Apr 2008,https://myanimelist.net/anime/8626/Good_Morning
36,Hashire!RUN!,ONA,1.0,846.0,481.0,5.89,['Comedy'],        May 2003 - May 2003,https://myanimelist.net/anime/7466/Hashire
37,Hello Kitty: Ringo no Mori no Fantasy,TV,13.0,436.0,121.0,5.89,"['Comedy', 'Fantasy', 'Kids']",        Apr 2006 - Sep 2006,https://myanimelist.net/anime/11521/Hello_Kitty__Ringo_no_Mori_no_Fantasy
38,Heybot!,TV,50.0,1620.0,278.0,5.89,"['Sci-Fi', 'Comedy', 'Parody', 'Kids']",        Sep 2016 - Sep 2017,https://myanimelist.net/anime/33434/Heybot
39,Hikari: Kariya wo Tsunagu Monogatari,Special,1.0,459.0,144.0,5.89,['Sports'],        Mar 2016 - Mar 2016,https://myanimelist.net/anime/32943/Hikari__Kariya_wo_Tsunagu_Monogatari
40,Hyakuren no Haou to Seiyaku no ValkyriaThe Master of Ragnarok & Blesser of Einherjar,TV,12.0,101506.0,40675.0,5.89,"['Fantasy', 'Harem']",        Jul 2018 - Sep 2018,https://myanimelist.net/anime/37446/Hyakuren_no_Haou_to_Seiyaku_no_Valkyria
41,JA Kumamoto Keizairen,ONA,2.0,281.0,117.0,5.89,['Music'],        May 2016 - Oct 2019,https://myanimelist.net/anime/33936/JA_Kumamoto_Keizairen
42,Kobutori (1929)The Stolen Lump,Movie,1.0,2330.0,1345.0,5.89,"['Comedy', 'Demons']",        Oct 1929 - Oct 1929,https://myanimelist.net/anime/5875/Kobutori_1929
43,Lion meets HachiClo,Special,2.0,2414.0,648.0,5.89,"['Parody', 'Seinen', 'Slice of Life']",        Dec 2018 - Dec 2018,https://myanimelist.net/anime/38864/Lion_meets_HachiClo
44,Minna Atsumare! Falcom Gakuen,TV,13.0,4328.0,1576.0,5.89,"['Parody', 'Comedy', 'School', 'Seinen']",        Jan 2014 - Mar 2014,https://myanimelist.net/anime/21427/Minna_Atsumare_Falcom_Gakuen
45,Natsunagu!,TV,12.0,17554.0,4332.0,5.89,"['Drama', 'Slice of Life']",        Jan 2020 - Mar 2020,https://myanimelist.net/anime/40738/Natsunagu
46,Nexus,Music,1.0,3534.0,1635.0,5.89,['Music'],        Sep 2011 - Sep 2011,https://myanimelist.net/anime/19727/Nexus
47,Poputepipikku Specials,Special,3.0,1184.0,250.0,5.89,"['Comedy', 'Parody']",        Feb 2018 - Mar 2018,https://myanimelist.net/anime/37842/Poputepipikku_Specials
48,San Ge Heshang,Movie,1.0,355.0,141.0,5.89,['Music'],        1980 - 1980,https://myanimelist.net/anime/16506/San_Ge_Heshang
49,Schick x Evangelion,Special,2.0,4869.0,2422.0,5.89,"['Comedy', 'Parody']",        May 2015 - May 2015,https://myanimelist.net/anime/31115/Schick_x_Evangelion
0,Uchuu Densetsu Ulysses 31Ulysses 31,TV,26.0,3898.0,1625.0,7.09,"['Action', 'Adventure', 'Sci-Fi', 'Space']",        Oct 1981 - Nov 1982,https://myanimelist.net/anime/2331/Uchuu_Densetsu_Ulysses_31
1,Urusei Yatsura Movie 1: Only You,Movie,1.0,6607.0,3118.0,7.09,"['Action', 'Adventure', 'Comedy', 'Romance', 'Drama', 'Sci-Fi']",        Feb 1983 - Feb 1983,https://myanimelist.net/anime/1920/Urusei_Yatsura_Movie_1__Only_You
2,Yami ShibaiYamishibai: Japanese Ghost Stories,TV,13.0,65929.0,30048.0,7.09,"['Dementia', 'Horror', 'Demons', 'Supernatural']",        Jul 2013 - Sep 2013,https://myanimelist.net/anime/19383/Yami_Shibai
3,Yinhun x He Wei Dao,ONA,3.0,4911.0,1598.0,7.09,['Comedy'],        Aug 2017 - Nov 2017,https://myanimelist.net/anime/36553/Yinhun_x_He_Wei_Dao
4,Yoroiden Samurai TroopersRonin Warriors,TV,39.0,14686.0,7271.0,7.09,"['Adventure', 'Samurai', 'Sci-Fi', 'Shounen']",        Apr 1988 - Mar 1989,https://myanimelist.net/anime/1264/Yoroiden_Samurai_Troopers
5,Yuragi-sou no Yuuna-san OVA,OVA,3.0,30210.0,13262.0,7.09,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Shounen']",        Jul 2018 - Dec 2018,https://myanimelist.net/anime/36950/Yuragi-sou_no_Yuuna-san_OVA
6,Armitage III,OVA,4.0,23829.0,10389.0,7.07,"['Action', 'Adventure', 'Romance', 'Mecha', 'Sci-Fi', 'Police']",        Feb 1995 - Nov 1995,https://myanimelist.net/anime/1079/Armitage_III
7,Asatte no Houkou.Living for the Day After Tomorrow,TV,12.0,21148.0,8828.0,7.08,"['Supernatural', 'Drama']",        Oct 2006 - Dec 2006,https://myanimelist.net/anime/1554/Asatte_no_Houkou
8,Battle Spirits: Brave,TV,50.0,2580.0,845.0,7.08,"['Game', 'Military', 'Sci-Fi', 'Adventure', 'Demons']",        Sep 2010 - Sep 2011,https://myanimelist.net/anime/9346/Battle_Spirits__Brave
9,Biohazard: Degeneration,Movie,1.0,28038.0,19208.0,7.08,"['Action', 'Horror', 'Sci-Fi']",        Oct 2008 - Oct 2008,https://myanimelist.net/anime/3446/Biohazard__Degeneration
10,Chibi Maruko-chan: Watashi no Suki na Uta,Movie,1.0,1053.0,354.0,7.08,"['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']",        Dec 1992 - Dec 1992,https://myanimelist.net/anime/9348/Chibi_Maruko-chan__Watashi_no_Suki_na_Uta
11,Concrete Revolutio: Choujin Gensou - The Last Song,TV,11.0,28036.0,10739.0,7.08,"['Action', 'Sci-Fi', 'Mystery', 'Super Power', 'Demons', 'Supernatural', 'Drama', 'Fantasy']",        Apr 2016 - Jun 2016,https://myanimelist.net/anime/32313/Concrete_Revolutio__Choujin_Gensou_-_The_Last_Song
12,Danball SenkiLBX: Little Battlers eXperience,TV,44.0,6086.0,2296.0,7.08,"['Action', 'Kids', 'Mecha']",        Mar 2011 - Jan 2012,https://myanimelist.net/anime/7081/Danball_Senki
13,Densetsu no Yuusha Da Garn,TV,46.0,3069.0,671.0,7.08,"['Mecha', 'Sci-Fi', 'Shounen']",        Feb 1992 - Jan 1993,https://myanimelist.net/anime/2803/Densetsu_no_Yuusha_Da_Garn
14,Digimon Tamers: Bousou Digimon TokkyuuDigimon Tamers: Runaway Locomon,Movie,1.0,19672.0,10174.0,7.08,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",        Mar 2002 - Mar 2002,https://myanimelist.net/anime/3033/Digimon_Tamers__Bousou_Digimon_Tokkyuu
15,Eikoku Koi Monogatari Emma: IntermissionEmma: A Victorian Romance - Intermission,Special,1.0,4349.0,1880.0,7.08,"['Drama', 'Historical', 'Romance', 'Seinen', 'Slice of Life']",        Apr 2007 - Apr 2007,https://myanimelist.net/anime/2517/Eikoku_Koi_Monogatari_Emma__Intermission
16,Fw:Hamatora,Movie,1.0,6787.0,961.0,7.08,"['Mystery', 'Comedy', 'Super Power']",        Nov 2015 - Nov 2015,https://myanimelist.net/anime/30290/Fw_Hamatora
17,Gakkou no Kaidan: Kubinashi Rider!! Shi no NoroiGhost Stories: The Headless Horsemen!! Curse of Death,Special,1.0,7736.0,4377.0,7.08,"['Horror', 'Mystery', 'Supernatural']",        Aug 2001 - Aug 2001,https://myanimelist.net/anime/30825/Gakkou_no_Kaidan__Kubinashi_Rider_Shi_no_Noroi
18,Gamba no BoukenAdventure of Gamba,TV,26.0,2170.0,582.0,7.08,"['Adventure', 'Kids', 'Thriller']",        Apr 1975 - Sep 1975,https://myanimelist.net/anime/5267/Gamba_no_Bouken
19,Hayate no Gotoku! CutiesHayate the Combat Butler! Cuties,TV,12.0,34607.0,15447.0,7.08,"['Comedy', 'Harem', 'Parody', 'Romance', 'Shounen']",        Apr 2013 - Jul 2013,https://myanimelist.net/anime/16982/Hayate_no_Gotoku_Cuties
20,HeatGuy J Special,Special,1.0,2148.0,896.0,7.08,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",        Sep 2003 - Sep 2003,https://myanimelist.net/anime/1774/HeatGuy_J_Special
21,Hoshi wo Katta HiThe Day I Bought a Star,Movie,1.0,5456.0,407.0,7.08,"['Sci-Fi', 'Kids']",        Jan 2006 - Jan 2006,https://myanimelist.net/anime/6463/Hoshi_wo_Katta_Hi
22,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Movie,1.0,15277.0,7691.0,7.08,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Ecchi']",        Apr 2007 - Apr 2007,https://myanimelist.net/anime/2132/Inukami_The_Movie__Tokumei_Reiteki_Sousakan_Karina_Shirou
23,Joker Game,TV,12.0,164792.0,66777.0,7.08,"['Military', 'Historical', 'Drama']",        Apr 2016 - Jun 2016,https://myanimelist.net/anime/31405/Joker_Game
24,Kaiketsu Zorori,TV,52.0,2138.0,721.0,7.08,"['Adventure', 'Comedy']",        Feb 2004 - Feb 2005,https://myanimelist.net/anime/3638/Kaiketsu_Zorori
25,Karneval,OVA,1.0,14825.0,3954.0,7.08,"['Fantasy', 'Josei', 'Sci-Fi']",        Oct 2012 - Oct 2012,https://myanimelist.net/anime/16033/Karneval
26,Kimi no Koe wo TodoketaiYour Voice -KIMIKOE-,Movie,1.0,21791.0,3050.0,7.08,['Drama'],        Aug 2017 - Aug 2017,https://myanimelist.net/anime/33218/Kimi_no_Koe_wo_Todoketai
27,Kyattou Ninden TeyandeeSamurai Pizza Cats,TV,54.0,10110.0,3893.0,7.08,"['Action', 'Comedy', 'Mecha', 'Super Power', 'Sci-Fi', 'Shounen']",        Feb 1990 - Feb 1991,https://myanimelist.net/anime/1261/Kyattou_Ninden_Teyandee
28,Mahoutsukai Precure!Maho Girls Precure!,TV,50.0,8290.0,2163.0,7.08,"['Action', 'Slice of Life', 'Magic', 'Fantasy', 'School', 'Shoujo']",        Feb 2016 - Jan 2017,https://myanimelist.net/anime/31884/Mahoutsukai_Precure
29,Marco: Haha wo Tazunete Sanzenri,Movie,1.0,1803.0,641.0,7.08,"['Adventure', 'Drama']",        Apr 1999 - Apr 1999,https://myanimelist.net/anime/4926/Marco__Haha_wo_Tazunete_Sanzenri
30,Maria†Holic,TV,12.0,138256.0,62532.0,7.08,"['Comedy', 'Parody', 'School', 'Shoujo Ai']",        Jan 2009 - Mar 2009,https://myanimelist.net/anime/5030/Maria†Holic
31,MedarotMedabots,TV,52.0,44222.0,24590.0,7.08,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",        Jul 1999 - Jun 2000,https://myanimelist.net/anime/1138/Medarot
32,Mister Ajikko,TV,99.0,3379.0,572.0,7.08,"['Comedy', 'Shounen']",        Oct 1987 - Sep 1989,https://myanimelist.net/anime/3437/Mister_Ajikko
33,Mobile Suit Gundam SEED: After-Phase Between the Stars,Special,1.0,12574.0,6509.0,7.08,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",        Mar 2004 - Mar 2004,https://myanimelist.net/anime/2298/Mobile_Suit_Gundam_SEED__After-Phase_Between_the_Stars
34,Mokke,TV,24.0,11970.0,2174.0,7.08,"['Slice of Life', 'Supernatural', 'Mystery']",        Oct 2007 - Mar 2008,https://myanimelist.net/anime/2931/Mokke
35,Pokemon: Mewtwo! Ware wa Koko ni AriPokemon: Mewtwo Returns,Special,1.0,57097.0,34665.0,7.08,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",        Dec 2000 - Dec 2000,https://myanimelist.net/anime/1709/Pokemon__Mewtwo_Ware_wa_Koko_ni_Ari
36,Saint Seiya: Soul of Gold,ONA,13.0,21555.0,11302.0,7.08,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",        Apr 2015 - Sep 2015,https://myanimelist.net/anime/28215/Saint_Seiya__Soul_of_Gold
37,Seto no Hanayome Fan Disc,Special,2.0,6673.0,1965.0,7.08,"['Comedy', 'Parody', 'School']",        Sep 2008 - Sep 2008,https://myanimelist.net/anime/5199/Seto_no_Hanayome_Fan_Disc
38,Shangri-La,TV,24.0,49756.0,14887.0,7.08,"['Action', 'Drama', 'Sci-Fi']",        Apr 2009 - Sep 2009,https://myanimelist.net/anime/5220/Shangri-La
39,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",Special,1.0,3329.0,1534.0,7.08,"['Comedy', 'Drama']",        Jul 2006 - Jul 2006,https://myanimelist.net/anime/3138/Solty_Rei__Surechigau_Kimochi_de_Omoi_Au_Kokoro_de
40,Soukou no StrainStrain: Strategic Armored Infantry,TV,13.0,19123.0,7799.0,7.08,"['Drama', 'Ecchi', 'Mecha', 'Military', 'Sci-Fi', 'Space']",        Nov 2006 - Feb 2007,https://myanimelist.net/anime/1602/Soukou_no_Strain
41,Street Fighter II VStreet Fighter II: The Animated Series,TV,29.0,20325.0,11387.0,7.08,"['Action', 'Adventure', 'Drama', 'Mystery', 'Shounen']",        Apr 1995 - Nov 1995,https://myanimelist.net/anime/876/Street_Fighter_II_V
42,Takahashi Rumiko Gekijou Ningyo no MoriMermaid Forest,TV,13.0,20942.0,7209.0,7.08,"['Mystery', 'Horror', 'Drama', 'Fantasy']",        Oct 2003 - Dec 2003,https://myanimelist.net/anime/620/Takahashi_Rumiko_Gekijou_Ningyo_no_Mori
43,Zombie-Loan SpecialsZombie-Loan,Special,2.0,25658.0,13794.0,7.08,"['Action', 'Horror', 'Supernatural', 'Shounen']",        Apr 2008 - Apr 2008,https://myanimelist.net/anime/3354/Zombie-Loan_Specials
44,Aishen Qiaokeli-ing...,ONA,15.0,45910.0,16939.0,7.07,"['Harem', 'Comedy', 'Romance', 'School']",        Dec 2015 - Mar 2016,https://myanimelist.net/anime/32323/Aishen_Qiaokeli-ing
45,Ao no 6-gouBlue Submarine No. 6,OVA,4.0,42483.0,18714.0,7.06,"['Action', 'Adventure', 'Mecha', 'Military', 'Sci-Fi']",        Oct 1998 - Mar 2000,https://myanimelist.net/anime/1051/Ao_no_6-gou
46,Appleseed Alpha,Movie,1.0,14222.0,7320.0,7.07,"['Action', 'Adventure', 'Police', 'Mecha', 'Military', 'Sci-Fi', 'Seinen']",        Jan 2015 - Jan 2015,https://myanimelist.net/anime/22677/Appleseed_Alpha
47,Blue Gender,TV,26.0,60745.0,23514.0,7.07,"['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']",        Oct 1999 - Mar 2000,https://myanimelist.net/anime/58/Blue_Gender
48,Captain Future,TV,52.0,3125.0,1318.0,7.07,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",        Nov 1978 - Dec 1979,https://myanimelist.net/anime/2561/Captain_Future
49,Chirin no SuzuRinging Bell,Movie,1.0,7837.0,3596.0,7.07,"['Adventure', 'Drama', 'Fantasy']",        Mar 1978 - Mar 1978,https://myanimelist.net/anime/2199/Chirin_no_Suzu
0,IDOLiSH7,TV,17.0,28860.0,8779.0,7.91,['Music'],        Jan 2018 - May 2018,https://myanimelist.net/anime/33899/IDOLiSH7
1,Igano Kabamaru,TV,24.0,8041.0,3141.0,7.91,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']",        Oct 1983 - Mar 1984,https://myanimelist.net/anime/2762/Igano_Kabamaru
2,Isekai no Seikishi MonogatariTenchi Muyo! War on Geminar,OVA,13.0,137449.0,58327.0,7.91,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']",        May 2009 - May 2010,https://myanimelist.net/anime/5781/Isekai_no_Seikishi_Monogatari
3,Kaleido Star: Legend of Phoenix - Layla Hamilton MonogatariKaleido Star: Legend of Phoenix - The Layla Hamilton Story,OVA,1.0,11903.0,5961.0,7.91,"['Comedy', 'Drama', 'Shoujo']",        Dec 2005 - Dec 2005,https://myanimelist.net/anime/429/Kaleido_Star__Legend_of_Phoenix_-_Layla_Hamilton_Monogatari
4,Les Misérables: Shoujo Cosette,TV,52.0,18217.0,4940.0,7.91,"['Slice of Life', 'Historical', 'Drama', 'Shoujo']",        Jan 2007 - Dec 2007,https://myanimelist.net/anime/1695/Les_Misérables__Shoujo_Cosette
5,Seto no Hanayome OVA,OVA,2.0,43084.0,23838.0,7.91,"['Comedy', 'Parody', 'Romance', 'School', 'Shounen']",        Nov 2008 - Jan 2009,https://myanimelist.net/anime/4163/Seto_no_Hanayome_OVA
6,Suzumiya Haruhi no YuuutsuThe Melancholy of Haruhi Suzumiya,TV,14.0,674134.0,363264.0,7.91,"['Comedy', 'Mystery', 'Parody', 'School', 'Sci-Fi', 'Slice of Life']",        Apr 2006 - Jul 2006,https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu
7,Uchouten KazokuThe Eccentric Family,TV,13.0,125716.0,41560.0,7.91,"['Slice of Life', 'Comedy', 'Demons', 'Drama', 'Fantasy']",        Jul 2013 - Sep 2013,https://myanimelist.net/anime/17909/Uchouten_Kazoku
8,Working'!!Wagnaria!!2,TV,13.0,196279.0,114719.0,7.91,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",        Oct 2011 - Dec 2011,https://myanimelist.net/anime/10521/Working
9,Akachan to BokuBaby and Me,TV,35.0,14969.0,5557.0,7.9,"['Comedy', 'Drama', 'Shoujo']",        Jul 1996 - Mar 1997,https://myanimelist.net/anime/1485/Akachan_to_Boku
10,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-henClannad ~After Story~: Another World, Kyou Chapter",Special,1.0,198845.0,129080.0,7.9,"['Drama', 'Romance', 'School']",        Jul 2009 - Jul 2009,https://myanimelist.net/anime/6351/Clannad__After_Story_-_Mou_Hitotsu_no_Sekai_Kyou-hen
11,Detective Conan Movie 01: The Timed SkyscraperCase Closed The Movie: The Time Bombed Skyscraper,Movie,1.0,47822.0,29954.0,7.89,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",        Apr 1997 - Apr 1997,https://myanimelist.net/anime/779/Detective_Conan_Movie_01__The_Timed_Skyscraper
12,Devilman: Crybaby,ONA,10.0,428289.0,254782.0,7.9,"['Action', 'Dementia', 'Demons', 'Horror', 'Supernatural']",        Jan 2018 - Jan 2018,https://myanimelist.net/anime/35120/Devilman__Crybaby
13,Eikoku Koi Monogatari Emma: Molders-henEmma: A Victorian Romance Season Two,TV,12.0,18647.0,8834.0,7.9,"['Slice of Life', 'Romance', 'Historical', 'Drama', 'Seinen']",        Apr 2007 - Jul 2007,https://myanimelist.net/anime/2035/Eikoku_Koi_Monogatari_Emma__Molders-hen
14,Flanders no Inu (Movie)The Dog of Flanders,Movie,1.0,15508.0,4098.0,7.9,"['Drama', 'Historical']",        Mar 1997 - Mar 1997,https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie
15,Gake no Ue no PonyoPonyo,Movie,1.0,281371.0,183009.0,7.9,"['Adventure', 'Fantasy']",        Jul 2008 - Jul 2008,https://myanimelist.net/anime/2890/Gake_no_Ue_no_Ponyo
16,Hoozuki no Reitetsu OVA,OVA,4.0,13010.0,5559.0,7.9,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']",        Feb 2015 - Mar 2017,https://myanimelist.net/anime/24471/Hoozuki_no_Reitetsu_OVA
17,Magic Kaito 1412,TV,24.0,82104.0,34903.0,7.9,"['Adventure', 'Comedy', 'Romance', 'Shounen']",        Oct 2014 - Mar 2015,https://myanimelist.net/anime/25517/Magic_Kaito_1412
